school,region,pct_eds,spg_score,enrollment,spg_grade
Trindale Elementary School,Piedmont Triad,66.0,59.0,325.0,C
Trinity Elementary School,Piedmont Triad,67.0,51.0,433.0,D
Wheatmore Middle School,Piedmont Triad,51.5,54.0,499.0,D
Trinity High School,Piedmont Triad,53.1,69.0,643.0,C
Uwharrie Ridge Six-Twelve,Piedmont Triad,62.4,50.0,465.0,D
The Virtual Academy at Randolph,Piedmont Triad,6.3,38.0,95.0,F
Wheatmore High School,Piedmont Triad,44.3,75.0,662.0,B
Asheboro High,Piedmont Triad,70.2,61.0,1313.0,C
South Asheboro Middle,Piedmont Triad,76.6,53.0,515.0,D
Balfour Elementary,Piedmont Triad,80.4,51.0,518.0,D
Charles W McCrary Elementary,Piedmont Triad,84.8,41.0,319.0,D
Donna L Loflin Elementary,Piedmont Triad,88.4,54.0,303.0,D
Guy B Teachey Elementary,Piedmont Triad,72.2,56.0,447.0,C
Lindley Park Elementary,Piedmont Triad,66.0,44.0,456.0,D
North Asheboro Middle,Piedmont Triad,85.1,50.0,476.0,D
Uwharrie Charter Academy,Piedmont Triad,19.7,54.0,1741.0,D
East Rockingham Elementary,Sandhills,76.5,52.0,506.0,D
Ellerbe Middle,Sandhills,57.6,53.0,213.0,D
Fairview Heights Elementary,Sandhills,72.5,57.0,468.0,C
Hamlet Middle,Sandhills,70.5,58.0,419.0,C
L J Bell Elementary,Sandhills,61.3,54.0,464.0,D
Mineral Springs Elementary,Sandhills,67.4,60.0,350.0,C
Monroe Avenue Elementary,Sandhills,82.0,46.0,359.0,D
Richmond Senior High,Sandhills,60.5,54.0,1230.0,D
Richmond Early College High,Sandhills,47.1,90.0,291.0,A
Richmond 9th Grade Academy,Sandhills,68.9,34.0,490.0,F
Rockingham Middle,Sandhills,62.9,58.0,605.0,C
Cordova Middle,Sandhills,74.7,47.0,263.0,D
West Rockingham Elementary,Sandhills,76.1,38.0,254.0,F
Washington Street Elementary,Sandhills,77.2,46.0,401.0,D
Deep Branch Elementary,Sandhills,76.3,43.0,381.0,D
East Robeson Primary,Sandhills,71.0,81.0,495.0,B
Fairmont High,Sandhills,64.7,57.0,778.0,C
Fairmont Middle,Sandhills,81.8,31.0,308.0,F
Fairgrove Elementary School,Sandhills,78.4,45.0,275.0,D
L Gilbert Carroll,Sandhills,74.2,35.0,452.0,F
Littlefield Middle,Sandhills,66.4,48.0,665.0,D
Long Branch Elementary,Sandhills,77.2,47.0,405.0,D
Lumberton Junior,Sandhills,72.3,42.0,717.0,D
Lumberton Senior High,Sandhills,60.2,61.0,1836.0,C
Magnolia Elementary,Sandhills,65.4,51.0,754.0,D
Orrum Middle,Sandhills,74.7,34.0,291.0,F
Oxendine Elementary,Sandhills,84.1,57.0,279.0,C
Parkton Elementary,Sandhills,71.4,51.0,561.0,D
Pembroke Elementary,Sandhills,73.1,53.0,657.0,D
Pembroke Middle,Sandhills,70.1,35.0,696.0,F
Peterson Elementary,Sandhills,72.3,44.0,532.0,D
Piney Grove Elementary,Sandhills,69.2,55.0,459.0,C
Prospect Elementary,Sandhills,65.3,63.0,817.0,C
PSRC Early College at RCC,Sandhills,45.0,91.0,220.0,A
Red Springs High,Sandhills,64.9,57.0,824.0,C
Rex-Rennert Elementary,Sandhills,73.6,49.0,369.0,D
Red Springs Middle,Sandhills,74.1,30.0,596.0,F
Rosenwald Elementary,Sandhills,85.5,36.0,344.0,F
Rowland Norment Elementary,Sandhills,75.9,50.0,429.0,D
Saint Pauls Elementary,Sandhills,66.9,37.0,683.0,F
Saint Pauls High,Sandhills,63.7,62.0,1105.0,C
Saint Pauls Middle,Sandhills,65.6,31.0,695.0,F
Tanglewood Elementary,Sandhills,58.9,66.0,349.0,C
Southside Ashpole Elementary,Sandhills,76.2,43.0,184.0,D
Townsend Elementary,Sandhills,81.3,38.0,255.0,F
Union Chapel Elementary,Sandhills,69.9,52.0,446.0,D
Union Elementary,Sandhills,78.4,65.0,332.0,C
W H Knuckles,Sandhills,81.0,42.0,393.0,D
Purnell Swett High,Sandhills,60.8,57.0,1510.0,C
South Robeson Middle School,Sandhills,75.6,42.0,364.0,D
CIS Academy,Sandhills,51.9,52.0,106.0,D
Southeastern Academy,Sandhills,8.3,78.0,218.0,B
Old Main STREAM Academy,Sandhills,42.3,70.0,276.0,B
Bethany Elementary,Piedmont Triad,42.2,68.0,458.0,C
Central Elementary,Piedmont Triad,64.0,44.0,561.0,D
Dalton McMichael High,Piedmont Triad,59.0,62.0,694.0,C
Douglass Elementary,Piedmont Triad,78.6,62.0,331.0,C
Huntsville Elementary,Piedmont Triad,72.4,50.0,386.0,D
J E Holmes Middle,Piedmont Triad,65.1,38.0,604.0,F
Leaksville-Spray Elementary,Piedmont Triad,72.7,57.0,402.0,C
Lincoln Elementary,Piedmont Triad,67.3,71.0,296.0,B
Monroeton Elementary,Piedmont Triad,65.9,53.0,432.0,D
John M Morehead High,Piedmont Triad,63.1,54.0,766.0,D
John W Dillard Academy,Piedmont Triad,65.1,53.0,271.0,D
Reidsville High,Piedmont Triad,60.4,50.0,705.0,D
Reidsville Middle,Piedmont Triad,66.2,36.0,610.0,F
Rockingham County High,Piedmont Triad,40.9,57.0,851.0,C
Rockingham Co Early College High,Piedmont Triad,37.8,88.0,315.0,A
Rockingham County Middle,Piedmont Triad,51.5,56.0,750.0,C
South End Elementary,Piedmont Triad,74.7,42.0,416.0,D
Stoneville Elementary,Piedmont Triad,70.0,55.0,404.0,C
Western Rockingham Middle,Piedmont Triad,64.4,60.0,523.0,C
Wentworth Elementary,Piedmont Triad,53.6,66.0,494.0,C
Williamsburg Elementary,Piedmont Triad,65.9,50.0,480.0,D
Bethany Community School,Piedmont Triad,16.6,63.0,431.0,C
Bostian Elementary,Southwest,43.3,62.0,336.0,C
Erwin Middle,Southwest,57.1,41.0,760.0,D
Overton Elementary,Southwest,71.3,34.0,307.0,F
China Grove Elementary,Southwest,68.6,38.0,583.0,F
China Grove Middle,Southwest,49.3,48.0,534.0,D
Corriher Lipe Middle,Southwest,65.9,42.0,477.0,D
East Rowan High,Southwest,50.7,61.0,995.0,C
Koontz Elementary,Southwest,76.6,27.0,519.0,F
Shive Elementary,Southwest,62.2,59.0,469.0,C
Granite Quarry Elementary,Southwest,64.2,44.0,528.0,D
Isenberg Elementary,Southwest,66.7,51.0,445.0,D
Dole Elementary,Southwest,76.2,32.0,403.0,F
Hurley Elementary,Southwest,73.7,34.0,494.0,F
Carson High,Southwest,47.1,73.0,1116.0,B
Knollwood Elementary,Southwest,81.1,34.0,540.0,F
Landis Elementary,Southwest,60.3,59.0,583.0,C
Millbridge Elementary,Southwest,47.5,70.0,568.0,B
Morgan Elementary,Southwest,60.9,54.0,272.0,D
Mt Ulla Elementary,Southwest,47.4,72.0,266.0,B
North Rowan Elementary,Southwest,72.9,23.0,413.0,F
North Rowan High,Southwest,66.3,52.0,558.0,D
North Rowan Middle,Southwest,70.4,40.0,426.0,D
Rockwell Elementary,Southwest,49.7,57.0,512.0,C
Rowan Co Early College,Southwest,47.8,87.0,235.0,A
Salisbury High,Southwest,66.0,56.0,882.0,C
Southeast Middle,Southwest,67.7,31.0,557.0,F
South Rowan High,Southwest,52.0,55.0,905.0,C
West Rowan Elementary,Southwest,61.4,55.0,564.0,C
West Rowan High,Southwest,54.8,53.0,1073.0,D
West Rowan Middle,Southwest,57.8,40.0,652.0,D
Summit Virtual Academy,Southwest,71.3,44.0,227.0,D
Faith Academy Charter School,Southwest,47.0,61.0,586.0,C
CHASE High School,Western,44.3,79.0,637.0,B
CHASE Middle School,Western,53.1,59.0,489.0,C
Cliffside Elementary School,Western,68.5,77.0,213.0,B
Forest City-Dunbar Elementary School,Western,73.8,71.0,455.0,B
East Rutherford High School,Western,47.8,69.0,642.0,C
East Rutherford Middle School,Western,60.6,48.0,548.0,D
Ellenboro Elementary School,Western,62.3,75.0,556.0,B
Forrest W. Hunt Elementary School,Western,63.5,66.0,351.0,C
Harris Elementary School,Western,62.1,71.0,407.0,B
Mt. Vernon-Ruth Elementary School,Western,66.9,62.0,222.0,C
Pinnacle Elementary School,Western,62.0,66.0,222.0,C
R-S Middle School,Western,53.8,57.0,568.0,C
R-S Central High School,Western,46.3,64.0,729.0,C
Rutherford Early College High School,Western,33.5,82.0,189.0,B
Rutherfordton Elementary School,Western,58.0,72.0,375.0,B
Spindale Elementary School,Western,71.3,50.0,324.0,D
Sunshine Elementary School,Western,54.6,67.0,165.0,C
Thomas Jefferson Classical Academy,Western,11.3,74.0,1347.0,B
Lake Lure Classical Academy,Western,20.8,58.0,510.0,C
Roseboro Elementary,Sandhills,72.2,54.0,361.0,D
Clement Elementary,Sandhills,60.3,73.0,324.0,B
Sampson Early College High,Sandhills,51.1,91.0,230.0,A
Hargrove Elementary,Sandhills,69.9,68.0,349.0,C
Hobbton Elementary,Sandhills,55.7,66.0,451.0,C
Hobbton Middle,Sandhills,61.8,50.0,411.0,D
Hobbton High,Sandhills,55.5,65.0,475.0,C
Lakewood High,Sandhills,60.7,65.0,462.0,C
Midway Elementary,Sandhills,51.1,63.0,494.0,C
Midway High,Sandhills,41.7,72.0,744.0,B
Midway Middle,Sandhills,49.2,56.0,558.0,C
Plain View Elementary,Sandhills,45.1,62.0,358.0,C
Union Middle,Sandhills,66.7,44.0,419.0,D
Roseboro-Salemburg Middle,Sandhills,68.0,38.0,401.0,F
Salemburg Elementary,Sandhills,69.3,48.0,430.0,D
Union Elementary,Sandhills,71.3,43.0,406.0,D
Union Intermediate,Sandhills,66.7,43.0,384.0,D
Union High,Sandhills,60.6,58.0,452.0,C
Butler Avenue Elementary,Sandhills,58.2,60.0,441.0,C
Clinton High,Sandhills,44.1,57.0,824.0,C
Langdon C Kerr Elementary,Sandhills,65.3,60.0,250.0,C
Sampson Middle,Sandhills,52.5,47.0,644.0,D
Sunset Avenue Elementary,Sandhills,57.6,60.0,714.0,C
Carver Middle,Sandhills,74.5,42.0,657.0,D
Laurel Hill Elementary,Sandhills,77.8,47.0,627.0,D
Scotland High School,Sandhills,66.0,59.0,1353.0,C
Scotland Early College High,Sandhills,40.0,91.0,224.0,A
Spring Hill Middle,Sandhills,71.2,41.0,626.0,D
South Johnson Elementary,Sandhills,75.5,56.0,632.0,C
Wagram Elementary,Sandhills,78.6,42.0,466.0,D
Sycamore Lane Elementary,Sandhills,78.6,43.0,346.0,D
Sycamore Lane Primary,Sandhills,74.2,43.0,373.0,D
Albemarle High,Southwest,63.9,55.0,359.0,C
Albemarle Middle,Southwest,67.6,37.0,411.0,F
Aquadale Elementary,Southwest,42.8,59.0,340.0,C
Badin Elementary,Southwest,56.3,77.0,433.0,B
Central Elementary,Southwest,74.3,45.0,544.0,D
Endy Elementary,Southwest,42.1,59.0,337.0,C
East Albemarle Elementary,Southwest,73.8,31.0,314.0,F
Locust Elementary,Southwest,34.4,78.0,488.0,B
Millingport Elementary,Southwest,52.3,81.0,196.0,B
North Stanly Middle,Southwest,53.9,62.0,475.0,C
North Stanly High,Southwest,49.9,61.0,558.0,C
Norwood Elementary,Southwest,58.5,61.0,349.0,C
Oakboro Choice STEM,Southwest,25.9,80.0,342.0,B
Richfield Elementary,Southwest,45.5,75.0,313.0,B
West Stanly Middle School,Southwest,43.4,70.0,633.0,B
South Stanly High,Southwest,50.7,63.0,408.0,C
South Stanly Middle,Southwest,56.7,57.0,353.0,C
Stanfield Elementary,Southwest,42.7,64.0,413.0,C
Stanly Early College High,Southwest,31.5,91.0,182.0,A
Stanly STEM Early College,Southwest,39.7,91.0,146.0,A
Stanly County Virtual Education,Southwest,61.3,27.0,162.0,F
West Stanly High,Southwest,34.8,75.0,743.0,B
Gray Stone Day,Southwest,5.0,77.0,832.0,B
Chestnut Grove Middle School,Piedmont Triad,52.0,65.0,656.0,C
Germanton Elementary School,Piedmont Triad,55.6,53.0,178.0,D
Mount Olive Elementary School,Piedmont Triad,51.4,74.0,319.0,B
King Elementary School,Piedmont Triad,68.9,44.0,385.0,D
Nancy Reynolds Elementary School,Piedmont Triad,72.0,58.0,118.0,C
North Stokes High School,Piedmont Triad,53.0,64.0,280.0,C
Piney Grove Middle School,Piedmont Triad,59.5,67.0,223.0,C
Pinnacle Elementary School,Piedmont Triad,66.3,68.0,147.0,C
Poplar Springs Elementary School,Piedmont Triad,58.4,67.0,469.0,C
Sandy Ridge Elementary School,Piedmont Triad,73.6,56.0,157.0,C
Southeastern Stokes Middle School,Piedmont Triad,63.1,40.0,399.0,D
South Stokes High School,Piedmont Triad,52.0,57.0,524.0,C
London Elementary School,Piedmont Triad,74.0,45.0,194.0,D
Walnut Cove Elementary School,Piedmont Triad,73.8,62.0,227.0,C
West Stokes High School,Piedmont Triad,47.1,73.0,754.0,B
Stokes Early College High School,Piedmont Triad,37.4,84.0,144.0,B
Cedar Ridge Elementary,Piedmont Triad,71.9,60.0,338.0,C
Central Middle,Piedmont Triad,71.0,55.0,492.0,C
Copeland Elementary,Piedmont Triad,76.1,65.0,235.0,C
Dobson Elementary,Piedmont Triad,61.6,66.0,326.0,C
East Surry High,Piedmont Triad,44.3,73.0,581.0,B
Flat Rock Elementary,Piedmont Triad,70.7,50.0,169.0,D
Franklin Elementary,Piedmont Triad,73.9,60.0,444.0,C
J Sam Gentry Middle,Piedmont Triad,61.8,56.0,362.0,C
Meadowview Magnet Middle,Piedmont Triad,74.9,53.0,347.0,D
Mountain Park Elementary,Piedmont Triad,67.2,71.0,162.0,B
North Surry High,Piedmont Triad,61.9,62.0,822.0,C
Pilot Mountain Elementary,Piedmont Triad,58.0,72.0,330.0,B
Pilot Mountain Middle,Piedmont Triad,56.2,80.0,452.0,B
Rockford Elementary,Piedmont Triad,74.2,69.0,322.0,C
Shoals Elementary,Piedmont Triad,50.2,82.0,233.0,B
Surry Central High,Piedmont Triad,64.5,63.0,660.0,C
Surry Online Magnet School,Piedmont Triad,49.4,65.0,84.0,C
Surry Early College,Piedmont Triad,58.4,88.0,294.0,A
Westfield Elementary,Piedmont Triad,73.1,56.0,156.0,C
White Plains Elementary,Piedmont Triad,60.3,61.0,312.0,C
Elkin Elementary,Piedmont Triad,50.7,65.0,555.0,C
Elkin High,Piedmont Triad,41.2,81.0,394.0,B
Elkin Middle,Piedmont Triad,49.7,60.0,190.0,C
Bruce H. Tharrington Primary,Piedmont Triad,55.7,56.0,353.0,C
Jones Intermediate,Piedmont Triad,53.0,56.0,347.0,C
Mount Airy High,Piedmont Triad,52.5,66.0,574.0,C
Mount Airy Middle,Piedmont Triad,57.7,59.0,404.0,C
Millennium Charter Academy,Piedmont Triad,33.4,55.0,682.0,C
Swain County High School,Western,52.9,63.0,541.0,C
Swain County Middle School,Western,65.1,48.0,387.0,D
Swain County East Elementary,Western,71.8,45.0,339.0,D
Swain County West Elementary,Western,61.5,55.0,399.0,C
Mountain Discovery,Western,19.2,60.0,183.0,C
Brevard Elementary,Western,60.6,53.0,518.0,D
Brevard High,Western,46.8,74.0,736.0,B
Brevard Middle,Western,57.2,54.0,528.0,D
Pisgah Forest Elementary,Western,66.9,63.0,435.0,C
Rosman Elementary,Western,72.0,67.0,333.0,C
Rosman High,Western,57.6,66.0,251.0,C
Rosman Middle,Western,67.1,62.0,208.0,C
T C Henderson,Western,69.7,60.0,106.0,C
Brevard Academy,Western,20.9,68.0,411.0,C
Columbia High,Northeast,52.9,56.0,193.0,C
Columbia Middle,Northeast,61.7,49.0,109.0,D
Tyrrell Elementary,Northeast,59.5,46.0,172.0,D
Antioch Elementary,Southwest,9.2,89.0,869.0,A
Rea View Elementary,Southwest,6.6,87.0,614.0,A
Benton Heights Elementary,Southwest,90.5,55.0,449.0,C
New Town Elementary,Southwest,8.5,86.0,758.0,A
East Elementary,Southwest,66.0,50.0,371.0,D
Rocky River Elementary,Southwest,75.0,71.0,495.0,B
East Union Middle,Southwest,82.0,46.0,665.0,D
Cuthbertson Middle,Southwest,10.4,84.0,1348.0,B
Cuthbertson High,Southwest,8.5,89.0,1931.0,A
Fairview Elementary,Southwest,35.3,77.0,417.0,B
Monroe Middle,Southwest,87.6,41.0,937.0,D
Forest Hills High,Southwest,70.8,56.0,844.0,C
Hemby Bridge Elementary,Southwest,33.7,74.0,450.0,B
Indian Trail Elementary,Southwest,49.6,69.0,578.0,C
Kensington Elementary,Southwest,9.6,84.0,1036.0,B
Marshville Elementary,Southwest,81.5,65.0,403.0,C
Marvin Elementary,Southwest,5.0,90.0,736.0,A
Monroe High,Southwest,79.2,51.0,1003.0,D
New Salem Elementary,Southwest,34.3,73.0,238.0,B
Porter Ridge Elementary,Southwest,49.9,65.0,672.0,C
Porter Ridge High School,Southwest,34.8,75.0,1741.0,B
Porter Ridge Middle School,Southwest,40.4,66.0,1300.0,C
Parkwood High,Southwest,43.3,75.0,1035.0,B
Parkwood Middle,Southwest,43.0,61.0,835.0,C
Poplin Elementary,Southwest,35.6,78.0,731.0,B
Piedmont High,Southwest,31.9,75.0,1235.0,B
Piedmont Middle,Southwest,41.7,67.0,981.0,C
Rock Rest Elementary,Southwest,90.3,72.0,427.0,B
Prospect Elementary,Southwest,49.9,62.0,359.0,C
Sandy Ridge Elementary,Southwest,6.9,90.0,605.0,A
Sardis Elementary,Southwest,69.9,70.0,443.0,B
Shiloh Valley Elementary,Southwest,48.5,65.0,603.0,C
Stallings Elementary,Southwest,29.4,82.0,732.0,B
Sun Valley High,Southwest,41.2,67.0,1406.0,C
Sun Valley Middle,Southwest,47.1,77.0,997.0,B
Shiloh Valley Primary School,Southwest,45.0,65.0,553.0,C
Union Elementary,Southwest,72.9,71.0,276.0,B
Central Academy of Technology and Arts,Southwest,16.4,90.0,814.0,A
Union County Early College,Southwest,37.3,94.0,305.0,A
Unionville Elementary,Southwest,34.6,78.0,637.0,B
Walter Bickett Elementary,Southwest,66.5,40.0,457.0,D
Waxhaw Elementary,Southwest,42.3,71.0,620.0,B
Weddington Elementary,Southwest,5.1,89.0,689.0,A
Weddington High,Southwest,6.8,89.0,1819.0,A
Weddington Middle,Southwest,6.9,91.0,1466.0,A
Wesley Chapel Elementary,Southwest,15.4,93.0,776.0,A
Western Union Elementary,Southwest,40.0,60.0,557.0,C
Wingate Elementary,Southwest,86.3,68.0,380.0,C
Marvin Ridge Middle,Southwest,5.0,91.0,1363.0,A
Marvin Ridge High,Southwest,5.0,94.0,2064.0,A
Union Academy,Southwest,15.3,69.0,1964.0,C
Union Day School,Southwest,5.0,66.0,514.0,C
Union Prep Academy at Indian Trail,Southwest,41.9,69.0,1043.0,C
Monroe Charter Academy,Southwest,51.8,26.0,90.0,F
Aycock Elementary,North Central,72.2,54.0,344.0,D
Carver Elementary,North Central,80.1,47.0,114.0,D
Clarke Elementary,North Central,82.1,37.0,311.0,F
Dabney Elementary,North Central,76.6,36.0,342.0,F
Vance County Middle School,North Central,79.2,40.0,793.0,D
New Hope Elementary,North Central,76.8,50.0,95.0,D
E O Young Jr Elementary,North Central,83.2,51.0,160.0,D
Pinkston Street Elementary,North Central,76.1,47.0,220.0,D
E M Rollins Elementary,North Central,79.6,56.0,275.0,C
Vance Virtual Village Academy,North Central,14.1,47.0,191.0,D
Vance County High School,North Central,72.3,44.0,924.0,D
L B Yancey Elementary,North Central,76.4,50.0,163.0,D
Zeb Vance Elementary,North Central,75.1,38.0,316.0,F
Vance Co Early College,North Central,47.5,88.0,219.0,A
STEM Early High,North Central,61.0,69.0,253.0,C
Vance Charter School,North Central,13.7,71.0,930.0,B
Henderson Collegiate,North Central,48.3,82.0,1311.0,B
River Bend Elementary,North Central,69.1,53.0,670.0,D
Abbotts Creek Elementary,North Central,32.8,76.0,771.0,B
Adams Elementary,North Central,49.6,64.0,539.0,C
Herbert Akins Rd Elementary,North Central,29.1,70.0,938.0,B
Alston Ridge Elementary,North Central,12.6,76.0,1029.0,B
Apex Elementary,North Central,29.0,70.0,621.0,B
Alston Ridge Middle,North Central,19.4,84.0,1504.0,B
Apex Middle,North Central,22.9,77.0,921.0,B
Apex Friendship Elementary,North Central,5.8,89.0,773.0,A
Apex Friendship Middle,North Central,11.9,90.0,1384.0,A
Apex High,North Central,20.7,79.0,2454.0,B
Apex Friendship High,North Central,10.0,85.0,2712.0,A
Athens Drive High,North Central,44.3,71.0,1990.0,B
Aversboro Elementary,North Central,73.6,42.0,352.0,D
Banks Road Elementary,North Central,41.7,61.0,655.0,C
Baileywick Road Elementary,North Central,60.3,54.0,347.0,D
Ballentine Elementary,North Central,30.9,78.0,694.0,B
Baucom Elementary,North Central,25.9,79.0,505.0,B
Barwell Road Elementary,North Central,82.3,58.0,681.0,C
Barton Pond Elementary,North Central,13.4,87.0,412.0,A
Beaverdam Elementary,North Central,75.6,58.0,683.0,C
Brassfield Elementary,North Central,39.0,58.0,602.0,C
Brentwood Elementary,North Central,70.8,54.0,368.0,D
Briarcliff Elementary,North Central,33.9,64.0,426.0,C
Brier Creek Elementary,North Central,50.8,59.0,579.0,C
Brooks Elementary,North Central,48.7,63.0,433.0,C
Needham Broughton High,North Central,29.7,80.0,2080.0,B
Bryan Road Elementary,North Central,41.5,76.0,655.0,B
Buckhorn Creek Elementary,North Central,23.6,78.0,758.0,B
Bugg Elementary,North Central,64.5,43.0,199.0,D
Carnage Middle,North Central,31.6,75.0,833.0,B
Carpenter Elementary,North Central,31.3,77.0,641.0,B
Carroll Middle,North Central,60.7,50.0,862.0,D
Carver Elementary,North Central,71.6,59.0,402.0,C
Cary Elementary,North Central,41.1,73.0,470.0,B
Cary High,North Central,39.2,76.0,2070.0,B
Cedar Fork Elementary,North Central,16.9,81.0,774.0,B
Centennial Campus Middle,North Central,64.4,42.0,512.0,D
Combs Elementary,North Central,40.9,74.0,609.0,B
Conn Elementary,North Central,43.3,74.0,511.0,B
Creech Road Elementary,North Central,83.6,55.0,484.0,C
Crossroads FLEX,North Central,5.0,92.0,136.0,A
Oberlin Middle,North Central,32.4,69.0,1081.0,C
Davis Drive Elementary,North Central,7.5,92.0,848.0,A
Davis Drive Middle,North Central,12.5,90.0,976.0,A
Dillard Drive Elementary,North Central,61.1,57.0,683.0,C
Dillard Drive Middle,North Central,51.0,54.0,968.0,D
Douglas Elementary,North Central,39.2,64.0,524.0,C
Durant Road Elementary,North Central,57.5,63.0,631.0,C
Durant Road Middle,North Central,65.4,51.0,763.0,D
Reedy Creek Middle,North Central,40.3,66.0,768.0,C
East Cary Middle,North Central,36.0,73.0,623.0,B
East Garner Elementary,North Central,83.5,50.0,477.0,D
East Garner Middle,North Central,72.8,52.0,1174.0,D
East Millbrook Middle,North Central,74.2,46.0,757.0,D
Neuse River Middle,North Central,76.0,39.0,917.0,F
East Wake High,North Central,63.3,56.0,1548.0,C
Enloe High,North Central,26.5,81.0,2426.0,B
Forestville Road Elementary,North Central,76.5,53.0,484.0,D
Farmington Woods Elementary,North Central,35.7,78.0,630.0,B
Fox Road Elementary,North Central,70.1,51.0,462.0,D
Fuller Elementary,North Central,34.3,74.0,375.0,B
Forest Pines Drive Elementary,North Central,57.0,51.0,506.0,D
Fuquay-Varina Elementary,North Central,36.7,66.0,600.0,C
Fuquay-Varina Middle,North Central,29.2,66.0,1181.0,C
Fuquay-Varina High,North Central,26.0,74.0,1875.0,B
Herbert Akins Road Middle,North Central,29.6,69.0,864.0,C
Garner High,North Central,49.4,62.0,1616.0,C
Green Level High,North Central,6.1,94.0,2038.0,A
Green Hope Elementary,North Central,12.2,86.0,606.0,A
Green Elementary,North Central,66.9,64.0,540.0,C
Green Hope High,North Central,9.0,88.0,1987.0,A
Hilburn Drive Academy,North Central,30.9,69.0,616.0,C
Highcroft Elementary,North Central,7.5,83.0,731.0,B
Heritage Middle,North Central,14.4,76.0,1004.0,B
Heritage High,North Central,25.6,76.0,1779.0,B
Hodge Road Elementary,North Central,68.9,52.0,508.0,D
Holly Springs Elementary,North Central,17.4,80.0,909.0,B
Hunter Elementary,North Central,26.9,75.0,605.0,B
Holly Ridge Elementary,North Central,15.5,79.0,793.0,B
Holly Ridge Middle,North Central,25.7,72.0,991.0,B
Harris Creek Elementary,North Central,46.8,56.0,842.0,C
Jeffreys Grove Elementary,North Central,24.3,83.0,486.0,B
Jones Dairy Elementary,North Central,12.4,82.0,583.0,B
Heritage Elementary,North Central,29.2,76.0,622.0,B
Holly Springs High,North Central,12.7,85.0,2092.0,A
Joyner Elementary,North Central,29.8,64.0,518.0,C
Holly Grove Elementary,North Central,11.2,80.0,907.0,B
Holly Grove Middle,North Central,16.9,78.0,939.0,B
Hortons Creek Elementary,North Central,11.5,89.0,691.0,A
Kingswood Elementary,North Central,46.8,71.0,379.0,B
Knightdale Elementary,North Central,74.1,47.0,542.0,D
Knightdale High,North Central,63.7,57.0,1658.0,C
Laurel Park Elementary,North Central,16.6,78.0,775.0,B
Lacy Elementary,North Central,23.9,79.0,670.0,B
Leesville Road Elementary,North Central,29.8,81.0,599.0,B
Lead Mine Elementary,North Central,51.3,63.0,375.0,C
Leesville Road Middle,North Central,36.1,79.0,784.0,B
Ligon Middle,North Central,29.7,64.0,887.0,C
Leesville Road High,North Central,21.9,78.0,2536.0,B
Lake Myra Elementary,North Central,52.7,55.0,636.0,C
Lincoln Heights Elementary,North Central,35.7,67.0,615.0,C
Lockhart Elementary,North Central,71.3,56.0,452.0,C
Lufkin Road Middle,North Central,32.0,63.0,1001.0,C
Lynn Road Elementary,North Central,54.9,58.0,471.0,C
Martin Middle,North Central,27.5,71.0,952.0,B
Middle Creek Elementary,North Central,33.3,70.0,642.0,B
Middle Creek High,North Central,27.0,78.0,1586.0,B
Millbrook Elementary,North Central,80.0,55.0,504.0,C
Millbrook High,North Central,34.8,77.0,2332.0,B
Mills Park Elementary,North Central,13.4,90.0,690.0,A
Mills Park Middle,North Central,6.3,94.0,1623.0,A
Morrisville Elementary,North Central,11.3,85.0,663.0,A
Moore Square Middle,North Central,23.7,70.0,591.0,B
North Garner Middle,North Central,56.5,44.0,970.0,D
North Forest Pines Elementary,North Central,38.5,69.0,559.0,C
North Ridge Elementary,North Central,39.8,73.0,697.0,B
North Wake College and Career Academy,North Central,29.9,88.0,346.0,A
Northwoods Elementary,North Central,27.5,74.0,617.0,B
Oakview Elementary,North Central,15.6,84.0,933.0,B
Oak Grove Elementary,North Central,32.3,69.0,595.0,C
Olive Chapel Elementary,North Central,10.6,84.0,962.0,B
Olds Elementary,North Central,36.1,74.0,271.0,B
Partnership Elementary,North Central,36.0,73.0,271.0,B
Panther Creek High,North Central,15.2,88.0,2419.0,A
Parkside Elementary,North Central,17.2,82.0,837.0,B
Pine Hollow Middle,North Central,24.8,71.0,867.0,B
Penny Road Elementary,North Central,34.7,63.0,489.0,C
Pleasant Union Elementary,North Central,18.8,78.0,551.0,B
Poe Elementary,North Central,58.3,63.0,260.0,C
Pleasant Grove Elementary,North Central,45.6,68.0,576.0,C
Powell Elementary,North Central,50.2,59.0,270.0,C
Rand Road Elementary,North Central,47.5,67.0,370.0,C
Reedy Creek Elementary,North Central,58.0,64.0,585.0,C
Richland Creek Elementary,North Central,38.6,73.0,499.0,B
Rolesville Elementary,North Central,35.7,70.0,498.0,B
Rolesville Middle,North Central,37.9,65.0,1039.0,C
Rolesville High,North Central,48.6,61.0,2258.0,C
Rogers Lane Elementary,North Central,85.8,49.0,721.0,D
Root Elementary,North Central,34.2,73.0,443.0,B
River Bend Middle,North Central,75.0,37.0,1106.0,F
Salem Elementary,North Central,23.4,75.0,723.0,B
Salem Middle,North Central,19.7,81.0,1073.0,B
Sanderson High,North Central,39.6,62.0,1607.0,C
Sanford Creek Elementary,North Central,36.4,70.0,606.0,B
Scotts Ridge Elementary,North Central,8.2,84.0,764.0,B
South Lakes Elementary,North Central,22.5,68.0,826.0,C
Smith Elementary,North Central,69.0,44.0,503.0,D
South Garner High,North Central,65.4,69.0,1756.0,C
