school,region,pct_eds,spg_score,enrollment,spg_grade
South Caldwell High,Northwest,49.6,63.0,1279.0,C
Lakewood Montessori Middle,North Central,30.6,84.0,303.0,B
West Edgecombe Middle,North Central,74.5,48.0,308.0,D
Stanly Early College High,Southwest,31.5,91.0,182.0,A
Garner High,North Central,49.4,61.0,1616.0,C
C E Jordan High,North Central,40.9,65.0,1931.0,C
Knightdale High,North Central,63.7,51.0,1658.0,D
Lyons Farm Elementary,North Central,29.7,74.0,442.0,B
Stokes Early College High School,Piedmont Triad,37.4,93.0,144.0,A
Boomer-Ferguson Elementary School,Northwest,74.4,42.0,110.0,D
Marine Sci. and Tech. Early College HS,Southeast,27.3,88.0,44.0,A
Villa Heights Elementary,Southwest,57.9,52.0,137.0,D
G W Bulluck Elementary,North Central,79.4,35.0,560.0,F
John Chavis Middle School,Southwest,70.3,60.0,411.0,C
Hickory Career  Arts Magnet High School,Northwest,58.1,78.0,233.0,B
Fayetteville Street Elementary,North Central,63.2,53.0,222.0,D
Grand Oak Elementary,Southwest,19.3,86.0,481.0,A
Glen Arden Elementary,Western,35.0,71.0,500.0,B
West Craven Middle,Southeast,58.5,51.0,664.0,D
Southwest Elementary Global Academy,Piedmont Triad,77.1,57.0,377.0,C
Grover Elementary,Southwest,79.7,69.0,292.0,C
Pinebrook Elementary,Piedmont Triad,47.2,54.0,445.0,D
South Academy of International Languages,Southwest,35.7,71.0,1218.0,B
Camden County High,Northeast,25.1,70.0,444.0,B
Spring Valley Elementary,North Central,57.0,57.0,510.0,C
East Cary Middle,North Central,36.0,69.0,623.0,C
Millers Creek Elementary School,Northwest,51.4,72.0,670.0,B
J. F. Webb High,North Central,77.4,52.0,566.0,D
Carmel Middle,Southwest,40.9,61.0,1064.0,C
Wilson STEM Academy,Southwest,71.5,41.0,370.0,D
Pathways Elementary,North Central,52.0,56.0,311.0,C
Copeland Elementary,Piedmont Triad,76.1,60.0,235.0,C
Weddington Hills Elementary,Southwest,57.9,59.0,950.0,C
Douglas Byrd High,Sandhills,68.8,54.0,885.0,D
Youngsville Elementary,North Central,51.7,74.0,380.0,B
Lewis Chapel Middle,Sandhills,72.8,50.0,578.0,D
Bunn Middle,North Central,71.9,42.0,598.0,D
Union Intermediate,Sandhills,66.7,56.0,384.0,C
Rock Rest Elementary,Southwest,90.3,60.0,427.0,C
Dalton McMichael High,Piedmont Triad,59.0,64.0,694.0,C
Poplar Springs Elementary School,Piedmont Triad,58.4,59.0,469.0,C
South Stanly High,Southwest,50.7,61.0,408.0,C
Spring Creek Elementary,Southeast,58.2,60.0,805.0,C
West Wilkes High School,Northwest,46.3,69.0,599.0,C
Cedar Grove Middle,Southeast,62.2,58.0,442.0,C
Weldon Elementary Global Academy,Northeast,78.7,36.0,215.0,F
Crossroads FLEX ,North Central,5.0,91.0,136.0,A
Mariam Boyd Elementary,North Central,73.8,28.0,307.0,F
Owen High,Western,50.1,75.0,675.0,B
Carr Elementary,Southwest,64.1,60.0,629.0,C
Pilot Elementary,Piedmont Triad,70.3,58.0,575.0,C
Seventy-First Classical Middle,Sandhills,55.8,69.0,422.0,C
Tyro Elementary,Piedmont Triad,62.8,61.0,406.0,C
Cumberland International Early College,Sandhills,54.9,89.0,268.0,A
McDowell Early College,Northwest,42.5,95.0,225.0,A
Union Elementary,Southwest,72.9,61.0,276.0,C
Academy at Smith,Piedmont Triad,78.7,77.0,221.0,B
Cary High,North Central,39.2,71.0,2070.0,B
Burke Middle College,Northwest,34.7,94.0,118.0,A
Easton Elementary School,Piedmont Triad,75.6,39.0,498.0,F
A&T Four Middle College,Piedmont Triad,61.8,70.0,148.0,B
Coltrane-Webb Elementary,Southwest,52.4,70.0,376.0,B
Hargrove Elementary,Sandhills,69.9,61.0,349.0,C
Kensington Elementary,Southwest,9.6,84.0,1036.0,B
Monroe High,Southwest,79.2,50.0,1003.0,D
Zeb Vance Elementary,North Central,75.1,41.0,316.0,D
Forest Hill Elementary,Northwest,80.4,51.0,256.0,D
Newton-Conover High,Northwest,58.7,63.0,735.0,C
Armstrong Elementary,Sandhills,47.3,70.0,472.0,B
Landis Elementary,Southwest,60.3,55.0,583.0,C
Winston-Salem Preparatory Acad,Piedmont Triad,78.3,26.0,362.0,F
Aurelian Springs Institute of Global Lea,Northeast,78.6,41.0,126.0,D
Levine Middle College High Sch,Southwest,15.8,97.0,219.0,A
Wells Elementary,North Central,74.4,63.0,311.0,C
Forbush Elementary,Piedmont Triad,27.1,73.0,178.0,B
McClintock Middle,Southwest,52.1,50.0,1073.0,D
West Brunswick High,Southeast,53.9,62.0,1455.0,C
Erwin Middle,Western,76.6,51.0,554.0,D
Southern Guilford High,Piedmont Triad,77.4,55.0,898.0,C
Camden Middle,Northeast,26.8,64.0,271.0,C
Andrews High,Western,62.5,68.0,224.0,C
Oak Grove Elementary,North Central,79.3,55.0,456.0,C
Farmington Woods Elementary,North Central,35.7,76.0,630.0,B
Angier Elementary,North Central,77.4,40.0,324.0,D
Meadow School,North Central,60.5,68.0,588.0,C
Mallard Creek High School,Southwest,55.0,67.0,2119.0,C
Fairview Heights Elementary,Sandhills,72.5,59.0,468.0,C
Starmount High,Piedmont Triad,56.5,69.0,544.0,C
Claxton Elementary,Piedmont Triad,53.6,66.0,496.0,C
Cleveland High,North Central,35.5,73.0,1841.0,B
Princeton High,North Central,49.8,67.0,1015.0,C
Merry Oaks International Academy,Southwest,52.8,41.0,582.0,D
Dr John Codington Elem,Southeast,26.5,76.0,430.0,B
Archdale Elementary School,Piedmont Triad,77.5,67.0,350.0,C
Kings Creek Elementary,Northwest,69.2,51.0,149.0,D
Viewmont Elementary ,Northwest,77.3,37.0,514.0,F
Club Boulevard Elementary,North Central,43.1,69.0,385.0,C
Coker-Wimberly Elementary,North Central,73.3,46.0,231.0,D
Margaret B. Pollard Middle,North Central,20.5,70.0,767.0,B
Doris Henderson Newcomers Sch,Piedmont Triad,32.0,0.0,462.0,F
Allen Jay Middle - A Preparatory Academy,Piedmont Triad,46.1,60.0,397.0,C
Vandora Springs Elementary,North Central,70.3,47.0,522.0,D
Manteo Elementary School,Northeast,53.0,59.0,627.0,C
Northwood Elementary,Piedmont Triad,74.7,45.0,453.0,D
Leesville Road Middle,North Central,36.1,71.0,784.0,B
Mount Pleasant Elementary School,Northwest,47.4,65.0,214.0,C
Ira B Jones Elementary,Western,47.9,59.0,358.0,C
Northwest Elementary,Piedmont Triad,35.6,69.0,581.0,C
Northern Guilford Middle,Piedmont Triad,31.1,73.0,798.0,B
West Pine Elementary,Sandhills,46.4,69.0,393.0,C
Ballantyne Elementary,Southwest,23.2,81.0,950.0,B
Benvenue Elementary,North Central,80.2,42.0,581.0,D
Southwestern Randolph Middle School,Piedmont Triad,63.2,58.0,468.0,C
Elkin Middle,Piedmont Triad,49.7,72.0,190.0,B
Four Oaks Middle,North Central,68.2,52.0,471.0,D
Red Oak Middle,North Central,65.5,55.0,802.0,C
New Hanover High,Southeast,50.1,56.0,1401.0,C
John R Lawrence Elementary School,Piedmont Triad,54.5,67.0,395.0,C
Boonville Elementary,Piedmont Triad,65.0,58.0,327.0,C
Endhaven Elementary,Southwest,33.0,71.0,668.0,B
South Mecklenburg High School,Southwest,50.4,62.0,3245.0,C
Winterfield Elementary,Southwest,53.3,40.0,595.0,D
Cedar Ridge Elementary,Piedmont Triad,71.9,65.0,338.0,C
East Henderson High,Western,61.1,69.0,927.0,C
Granville Early College High,North Central,39.6,93.0,222.0,A
Upchurch Elementary,Sandhills,52.7,51.0,636.0,D
Swift Creek Middle,North Central,45.0,55.0,752.0,C
North Lenoir High,Southeast,53.1,52.0,935.0,D
Cato Middle College High School,Southwest,47.8,91.0,202.0,A
South Elementary,North Central,64.5,52.0,378.0,D
Central Elementary,Northeast,79.2,43.0,240.0,D
South Lakes Elementary,North Central,22.5,70.0,826.0,B
North Lincoln High,Southwest,27.2,76.0,1056.0,B
Etowah Elementary,Western,49.4,70.0,311.0,B
Montgomery Central High,Sandhills,74.5,57.0,878.0,C
John Van Lindley Elementary,Piedmont Triad,56.7,64.0,455.0,C
Meadowbrook Elementary,Western,68.0,66.0,198.0,C
Brush Creek Elementary,Western,61.5,71.0,335.0,B
Carthage Elementary,Sandhills,55.3,66.0,329.0,C
Briarwood Academy,Southwest,53.9,59.0,623.0,C
East Davidson High,Piedmont Triad,53.5,71.0,741.0,B
Pisgah High,Western,55.6,84.0,892.0,B
Clyde Elementary,Western,59.2,57.0,515.0,C
Edneyville Elementary,Western,70.0,48.0,426.0,D
Mooresville Intermediate,Southwest,39.2,60.0,639.0,C
Macon Virtual Academy,Western,66.7,31.0,28.0,F
Montgomery County Early College,Sandhills,57.6,95.0,271.0,A
Rocky Point Elementary,Southeast,85.1,63.0,367.0,C
Robbinsville Elementary,Western,75.3,50.0,492.0,D
Madison Early College High,Western,42.9,80.0,240.0,B
C. G. Credle Elementary,North Central,89.4,48.0,329.0,D
Kinston High,Southeast,77.4,47.0,675.0,D
J. M. Alexander Middle,Southwest,68.1,36.0,780.0,F
Northwest School of the Arts,Southwest,39.6,79.0,1036.0,B
Vick Elementary,North Central,91.0,45.0,331.0,D
Catawba Springs Elementary,Southwest,29.9,74.0,538.0,B
Morehead Elementary,Piedmont Triad,60.2,59.0,523.0,C
Northampton Early College,Northeast,52.7,74.0,170.0,B
Hayesville Middle,Western,64.2,59.0,272.0,C
Thomasville Primary,Piedmont Triad,79.9,40.0,680.0,D
Charlotte East Language Academy,Southwest,49.1,48.0,775.0,D
Kannapolis Middle,Southwest,59.5,37.0,1246.0,F
Penn-Griffin Schools,Piedmont Triad,69.5,52.0,530.0,D
E B Aycock Middle,Northeast,65.0,51.0,650.0,D
Millbrook High,North Central,34.8,73.0,2332.0,B
Montford North Star Academy,Western,41.3,70.0,222.0,B
Nantahala School,Western,79.5,51.0,84.0,D
Highfalls Elementary,Sandhills,45.6,70.0,258.0,B
Westover High,Sandhills,61.7,55.0,1155.0,C
Beulaville Elementary,Southeast,58.7,49.0,808.0,D
Reedy Creek Elementary,Southwest,69.5,63.0,956.0,C
Saint Stephens High,Northwest,55.1,65.0,1218.0,C
Erwin Montessori,Piedmont Triad,47.4,59.0,149.0,C
Maysville Elementary,Southeast,78.4,61.0,115.0,C
Northwoods Elementary,Southeast,69.7,55.0,355.0,C
Sherrills Ford Elementary,Northwest,31.5,77.0,527.0,B
Sanderson High,North Central,39.6,68.0,1607.0,C
Dixon Elementary,Southeast,30.6,69.0,723.0,C
Pactolus,Northeast,74.7,46.0,582.0,D
Vanstory Hills Elementary,Sandhills,36.4,73.0,472.0,B
Kernersville Middle,Piedmont Triad,51.7,65.0,710.0,C
Lawrence Orr Elementary,Southwest,60.6,54.0,610.0,D
Montclaire Elementary,Southwest,47.5,46.0,495.0,D
Dunn Elementary,North Central,72.9,38.0,767.0,F
Selma Middle School,North Central,67.4,42.0,364.0,D
Parkside Elementary,Southwest,62.5,64.0,331.0,C
Middlesex Elementary,North Central,72.4,56.0,323.0,C
Masonboro Elementary,Southeast,17.7,90.0,582.0,A
Estes Hills Elementary,North Central,31.5,71.0,334.0,B
New Hope Elementary,North Central,49.2,83.0,434.0,B
Dunn Middle,North Central,65.3,46.0,407.0,D
Grays Chapel Elementary School,Piedmont Triad,60.3,63.0,449.0,C
Leaksville-Spray Elementary,Piedmont Triad,72.7,53.0,402.0,D
Germanton Elementary School,Piedmont Triad,55.6,55.0,178.0,C
Rosewood Elementary,Southeast,53.4,54.0,622.0,D
Lillington-Shawtown Elementary,North Central,57.6,43.0,658.0,D
Cooper Academy,North Central,66.9,63.0,440.0,C
Hopewell High School,Southwest,48.4,67.0,1695.0,C
Williford Elementary,North Central,81.7,27.0,149.0,F
Richmond Senior High,Sandhills,60.5,60.0,1230.0,C
Tucker Creek Middle,Southeast,44.9,73.0,518.0,B
Smokey Mountain Elementary,Western,80.9,39.0,326.0,F
Croft Community School,Southwest,63.4,54.0,352.0,D
Gatesville Elementary,Northeast,62.5,62.0,229.0,C
Buies Creek Elementary,North Central,54.9,53.0,230.0,D
Stokesdale Elementary,Piedmont Triad,25.2,67.0,444.0,C
Caleb's Creek Elementary,Piedmont Triad,59.6,61.0,635.0,C
Chatham Central High,North Central,47.4,63.0,352.0,C
Panther Creek High,North Central,15.2,89.0,2419.0,A
Haw Creek Elementary,Western,43.5,63.0,377.0,C
Tabor City Elementary,Sandhills,69.2,43.0,382.0,D
W Jesse Gurganus Elementary,Southeast,45.0,74.0,373.0,B
Buckhorn Creek Elementary,North Central,23.6,78.0,758.0,B
Tar River Elementary,North Central,61.2,62.0,321.0,C
Royal Elementary,North Central,74.5,55.0,338.0,C
Weddington Middle,Southwest,6.9,93.0,1466.0,A
Stuart W Cramer High,Southwest,44.6,63.0,935.0,C
Oakwood Middle IB School,Southwest,36.3,83.0,492.0,B
Valdese Elementary,Northwest,65.5,66.0,485.0,C
W R Odell Primary,Southwest,13.8,86.0,821.0,A
First Flight Elementary School,Northeast,50.4,58.0,293.0,C
Wintergreen Primary,Northeast,45.2,78.0,719.0,B
Washington Elementary,Southwest,74.2,39.0,378.0,F
Davie County Early College High,Piedmont Triad,50.4,82.0,125.0,B
Pineville Elementary,Southwest,62.9,57.0,776.0,C
A T Allen Elementary,Southwest,69.4,57.0,637.0,C
Forest Park Elementary,Piedmont Triad,76.9,34.0,494.0,F
Hudson Middle,Northwest,62.4,57.0,579.0,C
Friendship Elementary,Piedmont Triad,38.8,72.0,465.0,B
GTCC Middle College High,Piedmont Triad,53.0,76.0,254.0,B
Sheep-Harney Elementary,Northeast,64.0,66.0,325.0,C
Croatan High,Southeast,26.8,81.0,957.0,B
Moore Magnet Elementary,Piedmont Triad,62.1,60.0,417.0,C
Brogden Middle,Southeast,70.4,32.0,600.0,F
Atkins Academic & Tech High,Piedmont Triad,36.6,92.0,1172.0,A
Glenwood Elementary School,Northwest,64.2,60.0,397.0,C
Beaufort Elementary,Southeast,50.0,70.0,367.0,B
Burns High,Southwest,60.0,62.0,889.0,C
South View High,Sandhills,68.0,59.0,1433.0,C
Donna L Loflin Elementary,Piedmont Triad,88.4,48.0,303.0,D
Surry Online Magnet School,Piedmont Triad,49.4,54.0,84.0,D
Mocksville Elementary,Piedmont Triad,66.0,60.0,527.0,C
Smithfield Elementary,Southwest,51.5,64.0,585.0,C
Winget Park Elementary,Southwest,43.5,59.0,618.0,C
Sherwood Park Elementary,Sandhills,75.6,62.0,258.0,C
University Park Creative Arts,Southwest,71.2,34.0,260.0,F
Charles W McCrary Elementary,Piedmont Triad,84.8,45.0,319.0,D
Surry Central High,Piedmont Triad,64.5,62.0,660.0,C
Meadowlark Middle,Piedmont Triad,35.0,72.0,828.0,B
Charlotte Teacher Early College,Southwest,41.4,78.0,201.0,B
North Buncombe Middle,Western,45.6,75.0,502.0,B
Lucy Ragsdale High,Piedmont Triad,62.7,58.0,1303.0,C
Western Guilford High,Piedmont Triad,63.5,63.0,1397.0,C
Collaborative College for Technology,Southwest,34.2,94.0,225.0,A
Adams Elementary,North Central,49.6,70.0,539.0,B
West Stanly High,Southwest,34.8,62.0,743.0,C
Hickory High ,Northwest,61.5,64.0,966.0,C
Goldsboro High,Southeast,82.8,38.0,432.0,F
Neal Middle,North Central,51.9,38.0,777.0,F
Deep Branch Elementary,Sandhills,76.3,39.0,381.0,F
Morehead City Middle,Southeast,32.3,71.0,481.0,B
Hayesville Elementary,Western,66.3,71.0,265.0,B
Walter G. Byers School,Southwest,79.7,45.0,323.0,D
West Stanly Middle School,Southwest,43.4,69.0,633.0,C
Grantham Middle,Southeast,60.2,34.0,327.0,F
R J Reynolds High,Piedmont Triad,58.3,58.0,1612.0,C
Pinewood Elementary,Southwest,53.4,38.0,527.0,F
River Park Elementary,North Central,35.5,73.0,555.0,B
North Surry High,Piedmont Triad,61.9,66.0,822.0,C
Creekside Elementary,North Central,51.7,57.0,549.0,C
Holbrook Middle,Southwest,76.3,52.0,772.0,D
Reidsville High,Piedmont Triad,60.4,54.0,705.0,D
North Wilkes Middle School,Northwest,51.1,65.0,409.0,C
Walker-Spivey Elementary,Sandhills,88.7,49.0,264.0,D
Statesville Road Elementary,Southwest,68.3,43.0,442.0,D
Dudley Shoals Elementary,Northwest,67.7,51.0,420.0,D
Longview Elementary ,Northwest,73.5,48.0,318.0,D
Wilkes Early College High School,Northwest,32.3,92.0,253.0,A
Brentwood Elementary,Sandhills,72.2,50.0,486.0,D
Clemmons Elementary,Piedmont Triad,36.8,83.0,781.0,B
Rea View Elementary,Southwest,6.6,87.0,614.0,A
Ponderosa Elementary,Sandhills,59.7,61.0,335.0,C
Chaloner Middle School,Northeast,62.6,55.0,618.0,C
Thomasboro Academy,Southwest,75.7,38.0,572.0,F
Elizabeth Elementary,Southwest,84.4,45.0,488.0,D
New Century International Elementary,Sandhills,45.6,65.0,646.0,C
Down East Middle and Smyrna Elementary,Southeast,30.5,72.0,231.0,B
N L Dillard Middle,Piedmont Triad,72.3,48.0,494.0,D
Crest Middle,Southwest,67.9,55.0,849.0,C
Pisgah Elementary,Western,67.5,65.0,167.0,C
Grover C Fields Middle,Southeast,43.6,68.0,508.0,C
Lower Creek Elementary,Northwest,58.7,71.0,389.0,B
West Lake Elementary,North Central,27.6,68.0,617.0,C
Chadbourn Elementary,Sandhills,87.0,52.0,202.0,D
Union Hill Elementary,Piedmont Triad,76.5,53.0,494.0,D
Lake Norman High,Southwest,16.2,77.0,1948.0,B
Townsend Elementary,Sandhills,81.3,36.0,255.0,F
Wayne School of Technical Arts,Southeast,30.3,80.0,124.0,B
West Craven High,Southeast,52.3,57.0,817.0,C
Ashbrook High,Southwest,72.7,60.0,1260.0,C
Rutherford Early College High School,Western,33.5,90.0,189.0,A
Mull Elementary,Northwest,67.3,71.0,257.0,B
Ed V Baldwin Elementary,Sandhills,61.1,49.0,560.0,D
Cedar Creek Middle,North Central,53.7,52.0,514.0,D
Sandy Ridge Elementary,Southwest,6.9,88.0,605.0,A
Lakeshore Middle,Southwest,35.2,55.0,607.0,C
West Iredell Middle,Southwest,66.5,42.0,542.0,D
North Elementary,North Central,90.6,35.0,175.0,F
Havelock High,Southeast,50.4,74.0,1050.0,B
Ben L. Smith High School,Piedmont Triad,67.5,54.0,1296.0,D
Cedar Fork Elementary,North Central,16.9,83.0,774.0,B
Riverside Middle,Northeast,69.3,37.0,367.0,F
Marvin Elementary,Southwest,5.0,86.0,736.0,A
Wingate Elementary,Southwest,86.3,58.0,380.0,C
Vance Co Early College,North Central,47.5,93.0,219.0,A
Ferguson-Easley Elementary,Sandhills,86.9,39.0,360.0,F
Porter Ridge High School,Southwest,34.8,73.0,1741.0,B
Mint Hill Middle,Southwest,48.5,61.0,931.0,C
Speight Middle,North Central,67.8,59.0,299.0,C
Yadkinville Elementary,Piedmont Triad,76.2,55.0,466.0,C
Y E Smith Elementary,North Central,64.7,39.0,275.0,F
Southwest Elementary,Piedmont Triad,36.5,82.0,811.0,B
Burnsville Elementary,Northwest,69.3,67.0,267.0,C
Charles H Tuttle Elementary,Northwest,56.0,61.0,411.0,C
Bluford Elementary,Piedmont Triad,73.7,48.0,256.0,D
Southeast Guilford High,Piedmont Triad,49.2,74.0,1235.0,B
Warren Early College High,North Central,42.1,94.0,114.0,A
Erwin High,Western,66.3,59.0,1050.0,C
James W Smith Elementary,Southeast,64.7,61.0,320.0,C
Bessemer City Central Elem,Southwest,72.4,36.0,405.0,F
Woodhill Elementary,Southwest,80.8,38.0,466.0,F
Colfax Elementary,Piedmont Triad,38.0,73.0,569.0,B
Gallberry Farm Elementary,Sandhills,43.0,64.0,884.0,C
South Creek Elementary,Northeast,70.8,47.0,284.0,D
Union Elementary,Sandhills,71.3,56.0,406.0,C
Piedmont Middle,Southwest,41.7,57.0,981.0,C
GC Middle College High,Piedmont Triad,46.5,89.0,76.0,A
Eastern Elementary,Northeast,65.1,59.0,771.0,C
Mills Park Elementary,North Central,13.4,85.0,690.0,A
William R Davie Middle S.T.E.M. Academy,Northeast,75.4,26.0,273.0,F
SandHoke Early College High,Sandhills,32.5,88.0,439.0,A
Jay M. Robinson Middle,Southwest,14.7,89.0,1325.0,A
Bradley Creek Elementary,Southeast,40.1,66.0,356.0,C
East Burke High,Northwest,63.7,66.0,860.0,C
Warren New Tech High,North Central,49.3,62.0,77.0,C
Clyde Campbell Elementary,Northwest,52.3,71.0,458.0,B
West Carteret High,Southeast,41.7,71.0,1103.0,B
Warsaw Elementary,Southeast,68.6,40.0,751.0,D
Jefferson Elementary,Piedmont Triad,41.5,74.0,560.0,B
Merancas Middle College-CPCC,Southwest,27.9,96.0,200.0,A
Lyle Creek Elementary,Northwest,75.9,54.0,421.0,D
Seaforth High,North Central,24.7,70.0,727.0,B
Trenton Elementary,Southeast,69.7,52.0,137.0,D
Pisgah Forest Elementary,Western,66.9,59.0,435.0,C
Olympic High School,Southwest,58.9,61.0,1648.0,C
Balls Creek Elementary,Northwest,58.2,69.0,672.0,C
Southern Guilford Middle,Piedmont Triad,71.0,35.0,600.0,F
Ayden-Grifton High,Northeast,47.9,65.0,650.0,C
Wake STEM Early College High School,North Central,31.0,95.0,259.0,A
Joseph W Grier Academy,Southwest,58.3,50.0,661.0,D
Chinquapin Elementary,Southeast,50.4,63.0,509.0,C
Julius L. Chambers High School,Southwest,56.0,48.0,2102.0,D
Gravelly Hill Middle,North Central,54.5,48.0,429.0,D
Mill Creek Middle,Northwest,41.0,60.0,416.0,C
Summit Virtual Academy,Southwest,71.3,44.0,227.0,D
Swift Creek Elementary,North Central,39.2,66.0,385.0,C
Smithfield-Selma High,North Central,68.9,61.0,1447.0,C
Southeastern Randolph Middle School,Piedmont Triad,77.8,36.0,497.0,F
D F Walker Elementary,Northeast,70.3,47.0,383.0,D
Pearsontown Elementary,North Central,28.2,79.0,696.0,B
Neuse River Middle,North Central,76.0,44.0,917.0,D
Alexander Graham Middle,Southwest,49.7,49.0,1242.0,D
North Canton Elementary,Western,58.5,64.0,307.0,C
Hawk Ridge Elementary,Southwest,18.2,85.0,726.0,A
Nags Head Elementary School,Northeast,43.1,62.0,489.0,C
Berewick Elementary,Southwest,65.2,42.0,688.0,D
Willow Springs Elementary,North Central,30.8,80.0,690.0,B
CS Brown High - STEM Program,Northeast,56.9,88.0,71.0,A
Pink Hill Elementary,Southeast,63.8,65.0,440.0,C
East Lincoln Middle,Southwest,36.4,63.0,738.0,C
Clear Creek Elementary,Southwest,63.5,62.0,449.0,C
Elizabeth Traditional Elem,Southwest,71.5,54.0,415.0,D
Mayland Early College,Northwest,42.5,91.0,114.0,A
Oak Hill Elementary,Piedmont Triad,76.9,41.0,374.0,D
Butner-Stem Middle,North Central,78.6,41.0,421.0,D
Butler Avenue Elementary,Sandhills,58.2,57.0,441.0,C
Madison High School,Western,47.8,65.0,401.0,C
Aberdeen Elementary,Sandhills,72.4,49.0,637.0,D
North Davidson High,Piedmont Triad,37.7,71.0,878.0,B
