school,region,locale,spg_score,pct_eds
Bradford Preparatory School,Southwest,City,67.0,20.5
Pioneer Springs Community School,Southwest,City,59.0,5.1
Niner University Elementary,Southwest,City,42.0,95.0
Gouge Primary,Northwest,Rural,50.0,62.6
Greenlee Primary,Northwest,Rural,50.0,59.5
Mayland Early College,Northwest,Rural,85.0,42.5
Mitchell High,Northwest,Rural,59.0,51.5
Lakeside Charter Academy,Southwest,City,56.0,32.0
United Community School,Southwest,City,51.0,17.3
Charlotte Lab School,Southwest,City,45.0,18.8
TMSA Charlotte,Southwest,City,54.0,11.0
Mallard Creek STEM Academy,Southwest,City,56.0,32.5
Matthews Charter Academy,Southwest,City,59.0,39.2
Unity Classical Charter School,Southwest,City,61.0,23.7
Movement Charter School,Southwest,City,45.0,76.8
Bonnie Cone Classical Academy,Southwest,City,66.0,15.1
East Voyager Academy of Charlotte,Southwest,City,56.0,57.0
Jackson Day School,Southwest,City,64.0,23.6
Steele Creek Preparatory Academy,Southwest,City,46.0,49.8
Candor Elementary,Sandhills,Rural,44.0,94.4
East Middle,Sandhills,Rural,47.0,85.6
Green Ridge Elementary,Sandhills,Rural,43.0,89.5
Mount Gilead Elementary,Sandhills,Rural,38.0,89.4
Page Street Elementary,Sandhills,Rural,53.0,75.7
Star Elementary,Sandhills,Rural,67.0,78.7
Troy Elementary,Sandhills,Rural,53.0,76.5
West Middle,Sandhills,Rural,51.0,73.9
Montgomery County Early College,Sandhills,Rural,95.0,57.6
Montgomery Central High,Sandhills,Rural,55.0,74.5
Tillery Charter Academy,Sandhills,Rural,42.0,30.5
Southwest Charlotte STEM Academy,Southwest,City,64.0,31.5
Movement School Eastland,Sandhills,City,58.0,68.7
Telra Institute,Sandhills,City,89.0,95.0
Movement School Southwest,Sandhills,City,50.0,70.7
Aberdeen Elementary,Sandhills,Rural,51.0,72.4
Cameron Elementary,Sandhills,Rural,59.0,64.9
Carthage Elementary,Sandhills,Rural,69.0,55.3
Crain's Creek Middle,Sandhills,Rural,53.0,50.6
Elise Middle,Sandhills,Rural,52.0,85.6
Sandhills Farm Life Elementary,Sandhills,Rural,75.0,27.2
Highfalls Elementary,Sandhills,Rural,70.0,45.6
McDeeds Creek Elementary,Sandhills,Rural,77.0,17.7
New Century Middle,Sandhills,Rural,77.0,31.3
North Moore High,Sandhills,Rural,60.0,63.4
Pinecrest High,Sandhills,Rural,75.0,33.6
Pinehurst Elementary,Sandhills,Rural,89.0,18.1
Robbins Elementary,Sandhills,Rural,58.0,84.6
Southern Middle,Sandhills,Rural,59.0,54.2
Southern Pines Elementary,Sandhills,Rural,65.0,52.5
Union Pines High,Sandhills,Rural,75.0,32.9
Vass-Lakeview Elementary,Sandhills,Rural,68.0,42.0
West End Elementary,Sandhills,Rural,78.0,32.3
West Pine Elementary,Sandhills,Rural,73.0,46.4
West Pine Middle,Sandhills,Rural,77.0,29.0
Westmoore Elementary,Sandhills,Rural,66.0,58.9
Connect Academy,Sandhills,Rural,66.0,39.1
The Academy of Moore County,Sandhills,Rural,80.0,16.4
STARS Charter,Sandhills,Rural,84.0,14.6
Moore Montessori Community School,Sandhills,Rural,64.0,34.2
Bailey Elementary,North Central,Rural,60.0,76.5
Benvenue Elementary,North Central,Rural,56.0,80.2
Nash Central Middle,North Central,Rural,60.0,65.5
Coopers Elementary,North Central,Rural,73.0,60.8
Englewood Elementary,North Central,Rural,60.0,74.8
G R Edwards Elementary,North Central,Rural,39.0,82.1
M B Hubbard Elementary,North Central,Rural,59.0,83.3
Rocky Mount Middle,North Central,Rural,43.0,83.9
Middlesex Elementary,North Central,Rural,57.0,72.4
Nash Everywhere Digital Academy (NEDA),North Central,Rural,50.0,49.0
CITI High School,North Central,Rural,84.0,75.9
Nash Central High,North Central,Rural,73.0,64.8
NRM Early College High School,North Central,Rural,90.0,48.4
Nashville Elementary,North Central,Rural,69.0,69.2
Northern Nash High,North Central,Rural,67.0,58.3
Red Oak Middle,North Central,Rural,44.0,65.5
Red Oak Elementary,North Central,Rural,63.0,57.9
Rocky Mount High,North Central,Rural,56.0,75.9
Southern Nash Middle,North Central,Rural,57.0,69.4
Southern Nash High,North Central,Rural,68.0,56.7
Spring Hope Elementary,North Central,Rural,54.0,73.9
Winstead Avenue Elementary,North Central,Rural,51.0,80.3
Rocky Mount Preparatory,North Central,Rural,46.0,76.9
Bradley Creek Elementary,Southeast,City,64.0,40.1
Carolina Beach Elementary,Southeast,City,82.0,32.5
Castle Hayne Elementary,Southeast,City,68.0,56.9
Charles P Murray Middle,Southeast,City,79.0,35.0
R Freeman Sch of Engineering,Southeast,City,24.0,94.6
College Park Elementary,Southeast,City,45.0,70.2
Edwin A Anderson Elementary,Southeast,City,77.0,40.1
Edwin A Alderman Elementary,Southeast,City,42.0,68.7
Emma B Trask Middle,Southeast,City,61.0,46.7
Emsley A Laney High,Southeast,City,62.0,41.4
Eugene Ashley High,Southeast,City,66.0,34.7
Forest Hills Global Elementary,Southeast,City,51.0,78.3
Porters Neck Elementary,Southeast,City,75.0,25.4
The International School at Gregory,Southeast,City,65.0,45.6
Heyward C Bellamy Elem,Southeast,City,81.0,38.6
Holly Tree Elementary,Southeast,City,76.0,21.0
Isaac M Bear Early College High School,Southeast,City,90.0,18.4
John J Blair Elementary,Southeast,City,51.0,58.0
John T Hoggard High,Southeast,City,75.0,29.2
Holly Shelter Middle,Southeast,City,61.0,49.1
Mary C Williams Elementary,Southeast,City,62.0,65.8
Murrayville Elementary,Southeast,City,66.0,48.2
M C S Noble Middle,Southeast,City,63.0,33.5
Myrtle Grove Middle,Southeast,City,66.0,54.9
New Hanover High,Southeast,City,56.0,50.1
Dr Hubert Eaton Sr Elem,Southeast,City,82.0,30.1
Ogden Elementary,Southeast,City,88.0,16.2
Pine Valley Elementary,Southeast,City,68.0,42.5
Roland-Grise Middle,Southeast,City,70.0,33.3
Dr John Codington Elem,Southeast,City,76.0,26.5
Sunset Park Elementary,Southeast,City,51.0,71.3
Masonboro Elementary,Southeast,City,90.0,17.7
A H Snipes Academy of Arts/Des,Southeast,City,44.0,88.0
Williston Middle,Southeast,City,34.0,73.4
Wilmington Early College High,Southeast,City,83.0,34.8
Winter Park Model Elementary,Southeast,City,67.0,56.2
Wrightsboro Elementary,Southeast,City,48.0,71.8
Wrightsville Beach Elem,Southeast,City,91.0,9.8
Cape Fear Center for Inquiry,Southeast,City,70.0,21.7
Wilmington Preparatory Academy,Southeast,City,46.0,79.3
Classical Charter Schools of Wilmington,Southeast,City,53.0,65.5
Island Montessori Charter School,Southeast,City,60.0,17.5
American Leadership Academy-Coastal,Southeast,City,62.0,13.2
Girls Leadership Academy of Wilmington,Southeast,City,63.0,46.6
Wilmington School of the Arts,Southeast,City,63.0,35.2
D.C. Virgo Preparatory Academy,Southeast,City,23.0,74.9
Central Elementary,Northeast,Rural,45.0,79.2
Conway Middle,Northeast,Rural,48.0,75.2
Gaston STEM Leadership Academy,Northeast,Rural,49.0,82.1
Northampton County High School,Northeast,Rural,42.0,78.5
Northampton Early College,Northeast,Rural,75.0,52.7
KIPP Gaston College Preparatory,Northeast,Town,58.0,71.5
Onslow Early College,Southeast,City,97.0,29.2
Bell Fork Elementary,Southeast,City,57.0,71.5
Blue Creek Elementary,Southeast,City,52.0,69.8
Carolina Forest Elementary,Southeast,City,68.0,49.7
Clear View Elementary,Southeast,City,60.0,54.4
Clyde Erwin Elementary,Southeast,City,55.0,69.2
Coastal Elementary,Southeast,City,76.0,31.8
Dixon Elementary,Southeast,City,65.0,30.6
Dixon Middle,Southeast,City,62.0,39.0
Dixon High,Southeast,City,75.0,33.0
Hunters Creek Elementary,Southeast,City,54.0,65.7
Hunters Creek Middle,Southeast,City,60.0,55.4
Jacksonville Commons Elem,Southeast,City,53.0,69.5
Jacksonville High,Southeast,City,75.0,45.0
Jacksonville Commons Middle,Southeast,City,55.0,63.9
Meadow View Elementary,Southeast,City,58.0,60.9
Morton Elementary,Southeast,City,63.0,54.2
New Bridge Middle,Southeast,City,71.0,41.2
Northwoods Elementary,Southeast,City,54.0,69.7
Northside High,Southeast,City,69.0,55.3
Queens Creek Elementary,Southeast,City,62.0,49.6
Northwoods Park Middle,Southeast,City,60.0,53.3
Heritage Elementary School,Southeast,City,54.0,53.5
Parkwood Elementary,Southeast,City,65.0,51.8
Richlands Elementary,Southeast,City,62.0,50.5
Richlands High,Southeast,City,65.0,40.8
Sand Ridge Elementary,Southeast,City,69.0,57.3
Silverdale Elementary,Southeast,City,62.0,50.6
Southwest Elementary,Southeast,City,63.0,56.7
Southwest High,Southeast,City,55.0,54.6
Southwest Middle,Southeast,City,52.0,64.6
Summersill Elementary,Southeast,City,56.0,66.8
Stateside Elementary,Southeast,City,62.0,40.8
Swansboro Elementary,Southeast,City,76.0,34.6
Swansboro Middle,Southeast,City,69.0,42.1
Swansboro High,Southeast,City,77.0,38.1
Trexler Middle,Southeast,City,60.0,47.0
White Oak High,Southeast,City,62.0,47.5
Onslow Virtual School,Southeast,City,46.0,50.6
Z.E.C.A. School of Arts and Technology,Southeast,City,47.0,64.9
A L Stanback Middle,North Central,Rural,59.0,58.9
River Park Elementary,North Central,Rural,73.0,35.5
Cedar Ridge High,North Central,Rural,73.0,42.8
Central Elementary,North Central,Rural,54.0,76.3
Orange Middle,North Central,Rural,66.0,40.6
Efland Cheeks Elementary,North Central,Rural,66.0,69.4
Gravelly Hill Middle,North Central,Rural,57.0,54.5
Grady Brown Elementary,North Central,Rural,61.0,58.5
Hillsborough Elementary,North Central,Rural,81.0,17.6
New Hope Elementary,North Central,Rural,65.0,73.0
Orange High,North Central,Rural,72.0,41.0
Pathways Elementary,North Central,Rural,76.0,52.0
Northside Elementary,North Central,Suburb,64.0,47.5
Carrboro Elementary,North Central,Suburb,74.0,34.6
Carrboro High,North Central,Suburb,76.0,28.5
Chapel Hill High,North Central,Suburb,87.0,25.1
McDougle Middle,North Central,Suburb,68.0,29.0
Seawell Elementary,North Central,Suburb,79.0,30.7
Ephesus Elementary,North Central,Suburb,75.0,35.1
Estes Hills Elementary,North Central,Suburb,78.0,31.5
East Chapel Hill High,North Central,Suburb,86.0,21.7
FPG Elementary,North Central,Suburb,72.0,40.6
Glenwood Elementary,North Central,Suburb,85.0,19.8
Culbreth Middle,North Central,Suburb,69.0,35.0
Phillips Middle,North Central,Suburb,68.0,30.9
McDougle Elementary,North Central,Suburb,72.0,31.9
Scroggs Elementary,North Central,Suburb,69.0,29.1
Morris Grove Elementary,North Central,Suburb,83.0,22.9
Rashkis Elementary,North Central,Suburb,68.0,44.3
Smith Middle,North Central,Suburb,75.0,24.3
Eno River Academy,North Central,Suburb,76.0,5.0
The Expedition School,North Central,Rural,87.0,5.0
Fred A Anderson Elementary,Southeast,Rural,58.0,55.1
Pamlico County Middle,Southeast,Rural,56.0,50.6
Pamlico County High,Southeast,Rural,70.0,53.5
Pamlico County Primary,Southeast,Rural,63.0,62.5
Arapahoe Charter School,Southeast,Rural,60.0,61.0
Central Elementary,Northeast,Rural,58.0,48.6
Elizabeth City Middle,Northeast,Rural,56.0,62.1
Northside Elementary,Northeast,Rural,60.0,53.0
J C Sawyer Elementary,Northeast,Rural,57.0,65.6
Northeastern High,Northeast,Rural,65.0,55.0
Pasquotank County High,Northeast,Rural,55.0,51.5
P W Moore Elementary,Northeast,Rural,44.0,75.3
River Road Middle,Northeast,Rural,52.0,59.9
Sheep-Harney Elementary,Northeast,Rural,54.0,64.0
Elizabeth City Pasquotank Early College,Northeast,Rural,84.0,40.6
Weeksville Elementary,Northeast,Rural,73.0,50.2
Northeast Academy of Aerospace & AdvTech,Northeast,Rural,57.0,44.5
C.F. Pope Elementary,Southeast,Rural,46.0,83.5
Burgaw Middle,Southeast,Rural,48.0,83.7
Cape Fear Elementary,Southeast,Rural,54.0,74.0
Cape Fear Middle,Southeast,Rural,57.0,71.4
Heide Trask High,Southeast,Rural,59.0,70.5
North Topsail Elementary,Southeast,Rural,75.0,27.0
Malpass Corner Elementary,Southeast,Rural,49.0,86.7
Pender High,Southeast,Rural,53.0,71.2
Pender Early College High,Southeast,Rural,94.0,36.4
Penderlea Elementary,Southeast,Rural,54.0,71.4
Rocky Point Elementary,Southeast,Rural,66.0,85.1
Topsail High,Southeast,Rural,82.0,21.8
Topsail Annandale Elementary School,Southeast,Rural,77.0,15.9
Topsail Middle,Southeast,Rural,71.0,20.2
South Topsail Elementary,Southeast,Rural,71.0,33.1
West Pender Middle,Southeast,Rural,45.0,87.8
Surf City Elementary,Southeast,Rural,67.0,30.2
Surf City Middle,Southeast,Rural,69.0,23.5
Perquimans Central,Northeast,Rural,66.0,65.8
Hertford Grammar,Northeast,Rural,66.0,66.0
Perquimans County High,Northeast,Rural,61.0,58.3
Perquimans County Middle,Northeast,Rural,55.0,58.6
Helena Elementary,North Central,Town,70.0,44.8
North End Elementary,North Central,Town,62.0,67.1
Northern Middle,North Central,Town,41.0,71.4
Oak Lane Elementary,North Central,Town,66.0,37.7
Person Early College Innovation & Ldrshp,North Central,Town,65.0,44.6
Person High,North Central,Town,53.0,61.0
Stories Creek Elementary,North Central,Town,62.0,61.6
South Elementary,North Central,Town,59.0,64.5
Southern Middle,North Central,Town,62.0,63.7
PCS Virtual Academy,North Central,Town,76.0,5.5
Woodland Elementary,North Central,Town,68.0,47.2
Bethel Hill Charter,North Central,Rural,75.0,39.5
Roxboro Community School,North Central,Town,73.0,7.5
A G Cox Middle,Northeast,Rural,63.0,52.7
Ayden Elementary,Northeast,Rural,69.0,64.7
Ayden Middle,Northeast,Rural,53.0,52.6
Ayden-Grifton High,Northeast,Rural,55.0,47.9
Belvoir Elementary,Northeast,Rural,57.0,67.6
Bethel Elementary,Northeast,Rural,53.0,65.6
C M Eppes Middle,Northeast,Rural,50.0,65.6
Creekside Elementary,Northeast,Rural,65.0,73.4
Chicod,Northeast,Rural,78.0,37.1
D H Conley High,Northeast,Rural,71.0,34.8
Falkland Elementary,Northeast,Rural,51.0,77.0
Eastern Elementary,Northeast,Rural,57.0,65.1
E B Aycock Middle,Northeast,Rural,47.0,65.0
Elmhurst Elementary,Northeast,Rural,62.0,59.1
Farmville Middle,Northeast,Rural,54.0,64.0
Farmville Central High,Northeast,Rural,68.0,56.5
Grifton,Northeast,Rural,51.0,70.2
G R Whitfield,Northeast,Rural,72.0,60.1
H B Sugg Elementary,Northeast,Rural,53.0,65.8
Hope Middle,Northeast,Rural,80.0,37.0
Junius H Rose High,Northeast,Rural,69.0,51.0
Lakeforest Elementary,Northeast,Rural,57.0,76.4
North Pitt High,Northeast,Rural,62.0,65.1
Northwest Elementary,Northeast,Rural,55.0,76.1
Pactolus,Northeast,Rural,53.0,74.7
Ridgewood Elementary,Northeast,Rural,74.0,48.5
W H Robinson Elementary,Northeast,Rural,63.0,59.6
Sadie Saulter,Northeast,Rural,42.0,53.5
Sam D Bundy Elementary,Northeast,Rural,53.0,65.5
South Central,Northeast,Rural,67.0,56.8
South Greenville Elementary,Northeast,Rural,54.0,89.4
Stokes,Northeast,Rural,60.0,52.1
Wahl Coates Elementary,Northeast,Rural,53.0,79.6
Wellcome Middle,Northeast,Rural,49.0,68.9
Wintergreen Intermediate,Northeast,Rural,80.0,37.1
Wintergreen Primary,Northeast,Rural,80.0,45.2
PCS Early College High School,Northeast,Rural,92.0,41.4
Innovation Early College High,Northeast,Rural,89.0,48.6
Winterville Charter Academy,Northeast,Rural,65.0,64.8
ECU Community School,Northeast,Rural,67.0,95.0
Tryon Elementary School,Western,Rural,62.0,48.5
Polk Central Elementary School,Western,Rural,64.0,52.9
Polk County Early College,Western,Rural,95.0,56.5
Polk County High School,Western,Rural,67.0,52.6
Polk County Middle School,Western,Rural,63.0,56.3
Saluda Elementary School,Western,Rural,86.0,40.9
Sunny View Elementary School,Western,Rural,64.0,64.5
Archdale Elementary School,Piedmont Triad,Rural,58.0,77.5
Trinity Middle School,Piedmont Triad,Rural,54.0,62.7
Coleridge Elementary School,Piedmont Triad,Rural,52.0,77.2
Eastern Randolph High School,Piedmont Triad,Rural,44.0,67.5
Farmer Elementary School,Piedmont Triad,Rural,54.0,49.8
Franklinville Elementary School,Piedmont Triad,Rural,65.0,70.9
Grays Chapel Elementary School,Piedmont Triad,Rural,63.0,60.3
Hopewell Elementary School,Piedmont Triad,Rural,75.0,50.5
John R Lawrence Elementary School,Piedmont Triad,Rural,69.0,54.5
Level Cross Elementary School,Piedmont Triad,Rural,64.0,63.7
Liberty Elementary School,Piedmont Triad,Rural,54.0,77.0
New Market Elementary School,Piedmont Triad,Rural,69.0,63.5
Northeastern Randolph Middle School,Piedmont Triad,Rural,58.0,59.9
Providence Grove High School,Piedmont Triad,Rural,61.0,51.1
Ramseur Elementary School,Piedmont Triad,Rural,47.0,66.5
Randleman Elementary School,Piedmont Triad,Rural,42.0,78.2
Randleman High School,Piedmont Triad,Rural,60.0,57.6
Randleman Middle School,Piedmont Triad,Rural,49.0,67.9
Randolph Early College High School,Piedmont Triad,Rural,91.0,46.1
Seagrove Elementary School,Piedmont Triad,Rural,64.0,69.6
Southeastern Randolph Middle School,Piedmont Triad,Rural,42.0,77.8
Southwestern Randolph High School,Piedmont Triad,Rural,61.0,56.0
Southmont Elementary School,Piedmont Triad,Rural,65.0,71.0
Southwestern Randolph Middle School,Piedmont Triad,Rural,61.0,63.2
Tabernacle Elementary School,Piedmont Triad,Rural,57.0,75.3
Trindale Elementary School,Piedmont Triad,Rural,59.0,66.0
Trinity Elementary School,Piedmont Triad,Rural,51.0,67.0
Wheatmore Middle School,Piedmont Triad,Rural,54.0,51.5
Trinity High School,Piedmont Triad,Rural,69.0,53.1
Uwharrie Ridge Six-Twelve,Piedmont Triad,Rural,50.0,62.4
The Virtual Academy at Randolph,Piedmont Triad,Rural,38.0,6.3
Wheatmore High School,Piedmont Triad,Rural,75.0,44.3
Asheboro High,Piedmont Triad,Town,61.0,70.2
South Asheboro Middle,Piedmont Triad,Town,53.0,76.6
Balfour Elementary,Piedmont Triad,Town,51.0,80.4
Charles W McCrary Elementary,Piedmont Triad,Town,41.0,84.8
Donna L Loflin Elementary,Piedmont Triad,Town,54.0,88.4
Guy B Teachey Elementary,Piedmont Triad,Town,56.0,72.2
Lindley Park Elementary,Piedmont Triad,Town,44.0,66.0
North Asheboro Middle,Piedmont Triad,Town,50.0,85.1
Uwharrie Charter Academy,Piedmont Triad,Town,54.0,19.7
East Rockingham Elementary,Sandhills,Town,52.0,76.5
Ellerbe Middle,Sandhills,Town,53.0,57.6
Fairview Heights Elementary,Sandhills,Town,57.0,72.5
Hamlet Middle,Sandhills,Town,58.0,70.5
L J Bell Elementary,Sandhills,Town,54.0,61.3
Mineral Springs Elementary,Sandhills,Town,60.0,67.4
Monroe Avenue Elementary,Sandhills,Town,46.0,82.0
Richmond Senior High,Sandhills,Town,54.0,60.5
Richmond Early College High,Sandhills,Town,90.0,47.1
Richmond 9th Grade Academy,Sandhills,Town,34.0,68.9
Rockingham Middle,Sandhills,Town,58.0,62.9
Cordova Middle,Sandhills,Town,47.0,74.7
West Rockingham Elementary,Sandhills,Town,38.0,76.1
Washington Street Elementary,Sandhills,Town,46.0,77.2
Deep Branch Elementary,Sandhills,Rural,43.0,76.3
East Robeson Primary,Sandhills,Rural,81.0,71.0
Fairmont High,Sandhills,Rural,57.0,64.7
Fairmont Middle,Sandhills,Rural,31.0,81.8
Fairgrove Elementary School,Sandhills,Rural,45.0,78.4
L Gilbert Carroll,Sandhills,Rural,35.0,74.2
Littlefield Middle,Sandhills,Rural,48.0,66.4
Long Branch Elementary,Sandhills,Rural,47.0,77.2
Lumberton Junior,Sandhills,Rural,42.0,72.3
Lumberton Senior High,Sandhills,Rural,61.0,60.2
Magnolia Elementary,Sandhills,Rural,51.0,65.4
Orrum Middle,Sandhills,Rural,34.0,74.7
Oxendine Elementary,Sandhills,Rural,57.0,84.1
Parkton Elementary,Sandhills,Rural,51.0,71.4
Pembroke Elementary,Sandhills,Rural,53.0,73.1
Pembroke Middle,Sandhills,Rural,35.0,70.1
Peterson Elementary,Sandhills,Rural,44.0,72.3
Piney Grove Elementary,Sandhills,Rural,55.0,69.2
Prospect Elementary,Sandhills,Rural,63.0,65.3
PSRC Early College at RCC,Sandhills,Rural,91.0,45.0
Red Springs High,Sandhills,Rural,57.0,64.9
Rex-Rennert Elementary,Sandhills,Rural,49.0,73.6
Red Springs Middle,Sandhills,Rural,30.0,74.1
Rosenwald Elementary,Sandhills,Rural,36.0,85.5
Rowland Norment Elementary,Sandhills,Rural,50.0,75.9
Saint Pauls Elementary,Sandhills,Rural,37.0,66.9
Saint Pauls High,Sandhills,Rural,62.0,63.7
Saint Pauls Middle,Sandhills,Rural,31.0,65.6
Tanglewood Elementary,Sandhills,Rural,66.0,58.9
Southside Ashpole Elementary,Sandhills,Rural,43.0,76.2
Townsend Elementary,Sandhills,Rural,38.0,81.3
Union Chapel Elementary,Sandhills,Rural,52.0,69.9
Union Elementary,Sandhills,Rural,65.0,78.4
W H Knuckles,Sandhills,Rural,42.0,81.0
Purnell Swett High,Sandhills,Rural,57.0,60.8
South Robeson Middle School,Sandhills,Rural,42.0,75.6
CIS Academy,Sandhills,Town,52.0,51.9
Southeastern Academy,Sandhills,Rural,78.0,8.3
Old Main STREAM Academy,Sandhills,Rural,70.0,42.3
Bethany Elementary,Piedmont Triad,Town,68.0,42.2
Central Elementary,Piedmont Triad,Town,44.0,64.0
Dalton McMichael High,Piedmont Triad,Town,62.0,59.0
Douglass Elementary,Piedmont Triad,Town,62.0,78.6
Huntsville Elementary,Piedmont Triad,Town,50.0,72.4
J E Holmes Middle,Piedmont Triad,Town,38.0,65.1
Leaksville-Spray Elementary,Piedmont Triad,Town,57.0,72.7
Lincoln Elementary,Piedmont Triad,Town,71.0,67.3
Monroeton Elementary,Piedmont Triad,Town,53.0,65.9
John M Morehead High,Piedmont Triad,Town,54.0,63.1
John W Dillard Academy,Piedmont Triad,Town,53.0,65.1
Reidsville High,Piedmont Triad,Town,50.0,60.4
Reidsville Middle,Piedmont Triad,Town,36.0,66.2
Rockingham County High,Piedmont Triad,Town,57.0,40.9
Rockingham Co Early College High,Piedmont Triad,Town,88.0,37.8
Rockingham County Middle,Piedmont Triad,Town,56.0,51.5
South End Elementary,Piedmont Triad,Town,42.0,74.7
Stoneville Elementary,Piedmont Triad,Town,55.0,70.0
Western Rockingham Middle,Piedmont Triad,Town,60.0,64.4
Wentworth Elementary,Piedmont Triad,Town,66.0,53.6
Williamsburg Elementary,Piedmont Triad,Town,50.0,65.9
Bethany Community School,Piedmont Triad,Rural,63.0,16.6
Bostian Elementary,Southwest,Rural,62.0,43.3
Erwin Middle,Southwest,Rural,41.0,57.1
Overton Elementary,Southwest,Rural,34.0,71.3
China Grove Elementary,Southwest,Rural,38.0,68.6
China Grove Middle,Southwest,Rural,48.0,49.3
Corriher Lipe Middle,Southwest,Rural,42.0,65.9
East Rowan High,Southwest,Rural,61.0,50.7
Koontz Elementary,Southwest,Rural,27.0,76.6
Shive Elementary,Southwest,Rural,59.0,62.2
Granite Quarry Elementary,Southwest,Rural,44.0,64.2
Isenberg Elementary,Southwest,Rural,51.0,66.7
Dole Elementary,Southwest,Rural,32.0,76.2
Hurley Elementary,Southwest,Rural,34.0,73.7
Carson High,Southwest,Rural,73.0,47.1
Knollwood Elementary,Southwest,Rural,34.0,81.1
Landis Elementary,Southwest,Rural,59.0,60.3
Millbridge Elementary,Southwest,Rural,70.0,47.5
Morgan Elementary,Southwest,Rural,54.0,60.9
Mt Ulla Elementary,Southwest,Rural,72.0,47.4
North Rowan Elementary,Southwest,Rural,23.0,72.9
North Rowan High,Southwest,Rural,52.0,66.3
North Rowan Middle,Southwest,Rural,40.0,70.4
Rockwell Elementary,Southwest,Rural,57.0,49.7
Rowan Co Early College,Southwest,Rural,87.0,47.8
Salisbury High,Southwest,Rural,56.0,66.0
Southeast Middle,Southwest,Rural,31.0,67.7
South Rowan High,Southwest,Rural,55.0,52.0
West Rowan Elementary,Southwest,Rural,55.0,61.4
West Rowan High,Southwest,Rural,53.0,54.8
West Rowan Middle,Southwest,Rural,40.0,57.8
Summit Virtual Academy,Southwest,Rural,44.0,71.3
Faith Academy Charter School,Southwest,Rural,61.0,47.0
CHASE High School,Western,Rural,79.0,44.3
CHASE Middle School,Western,Rural,59.0,53.1
Cliffside Elementary School,Western,Rural,77.0,68.5
Forest City-Dunbar Elementary School,Western,Rural,71.0,73.8
East Rutherford High School,Western,Rural,69.0,47.8
East Rutherford Middle School,Western,Rural,48.0,60.6
Ellenboro Elementary School,Western,Rural,75.0,62.3
Forrest W. Hunt Elementary School,Western,Rural,66.0,63.5
Harris Elementary School,Western,Rural,71.0,62.1
Mt. Vernon-Ruth Elementary School,Western,Rural,62.0,66.9
Pinnacle Elementary School,Western,Rural,66.0,62.0
R-S Middle School,Western,Rural,57.0,53.8
R-S Central High School,Western,Rural,64.0,46.3
Rutherford Early College High School,Western,Rural,82.0,33.5
Rutherfordton Elementary School,Western,Rural,72.0,58.0
Spindale Elementary School,Western,Rural,50.0,71.3
Sunshine Elementary School,Western,Rural,67.0,54.6
Thomas Jefferson Classical Academy,Western,Town,74.0,11.3
Lake Lure Classical Academy,Western,Rural,58.0,20.8
Roseboro Elementary,Sandhills,Rural,54.0,72.2
Clement Elementary,Sandhills,Rural,73.0,60.3
Sampson Early College High,Sandhills,Rural,91.0,51.1
Hargrove Elementary,Sandhills,Rural,68.0,69.9
Hobbton Elementary,Sandhills,Rural,66.0,55.7
Hobbton Middle,Sandhills,Rural,50.0,61.8
Hobbton High,Sandhills,Rural,65.0,55.5
Lakewood High,Sandhills,Rural,65.0,60.7
Midway Elementary,Sandhills,Rural,63.0,51.1
Midway High,Sandhills,Rural,72.0,41.7
Midway Middle,Sandhills,Rural,56.0,49.2
Plain View Elementary,Sandhills,Rural,62.0,45.1
Union Middle,Sandhills,Rural,44.0,66.7
Roseboro-Salemburg Middle,Sandhills,Rural,38.0,68.0
Salemburg Elementary,Sandhills,Rural,48.0,69.3
Union Elementary,Sandhills,Rural,43.0,71.3
Union Intermediate,Sandhills,Rural,43.0,66.7
Union High,Sandhills,Rural,58.0,60.6
Butler Avenue Elementary,Sandhills,Town,60.0,58.2
Clinton High,Sandhills,Town,57.0,44.1
Langdon C Kerr Elementary,Sandhills,Town,60.0,65.3
Sampson Middle,Sandhills,Town,47.0,52.5
Sunset Avenue Elementary,Sandhills,Town,60.0,57.6
Carver Middle,Sandhills,Town,42.0,74.5
Laurel Hill Elementary,Sandhills,Town,47.0,77.8
Scotland High School,Sandhills,Town,59.0,66.0
Scotland Early College High,Sandhills,Town,91.0,40.0
Spring Hill Middle,Sandhills,Town,41.0,71.2
South Johnson Elementary,Sandhills,Town,56.0,75.5
Wagram Elementary,Sandhills,Town,42.0,78.6
Sycamore Lane Elementary,Sandhills,Town,43.0,78.6
Sycamore Lane Primary,Sandhills,Town,43.0,74.2
Albemarle High,Southwest,Rural,55.0,63.9
Albemarle Middle,Southwest,Rural,37.0,67.6
Aquadale Elementary,Southwest,Rural,59.0,42.8
Badin Elementary,Southwest,Rural,77.0,56.3
Central Elementary,Southwest,Rural,45.0,74.3
Endy Elementary,Southwest,Rural,59.0,42.1
East Albemarle Elementary,Southwest,Rural,31.0,73.8
Locust Elementary,Southwest,Rural,78.0,34.4
Millingport Elementary,Southwest,Rural,81.0,52.3
North Stanly Middle,Southwest,Rural,62.0,53.9
North Stanly High,Southwest,Rural,61.0,49.9
Norwood Elementary,Southwest,Rural,61.0,58.5
Oakboro Choice STEM,Southwest,Rural,80.0,25.9
Richfield Elementary,Southwest,Rural,75.0,45.5
West Stanly Middle School,Southwest,Rural,70.0,43.4
South Stanly High,Southwest,Rural,63.0,50.7
