school,region,g_lat,g_lon,spg_grade,spg_score
Overhills Elementary,North Central,35.2469,-78.9657,D,47.0
Idlewild Elementary,Southwest,35.1871,-80.7442,C,57.0
Performance Learning Center,Southwest,35.1553,-80.90023,B,71.0
River Dell Elementary,North Central,35.6672,-78.3512,B,74.0
Cox Mill High School,Southwest,35.395,-80.7289,A,86.0
G R Whitfield,Northeast,35.5643,-77.1814,C,60.0
Columbia High,Northeast,35.9191,-76.2455,C,56.0
Sterling Elementary,Southwest,35.1073,-80.8849,D,41.0
Bunker Hill High,Northwest,35.754,-81.1196,C,67.0
Brooks Global Elementary,Piedmont Triad,36.08758,-79.8144,C,69.0
Triton High,North Central,35.3385,-78.6649,C,63.0
Benson Middle,North Central,35.3898,-78.5317,D,51.0
Trillium Springs Montessori,Southwest,35.3495,-80.8908,B,75.0
Bruns Avenue Elementary,Southwest,35.2391,-80.8649,F,31.0
West Rockingham Elementary,Sandhills,34.945,-79.789,D,47.0
Florence Elementary,Piedmont Triad,36.0248,-79.9572,C,68.0
Blue Creek Elementary,Southeast,34.75218,-77.47757,D,47.0
Silverdale Elementary,Southeast,34.7771,-77.2029,C,56.0
Bethel Elementary,Northeast,35.80614,-77.37039,D,46.0
South Asheboro Middle,Piedmont Triad,35.6894,-79.8212,C,55.0
Green Ridge Elementary,Sandhills,35.3406,-79.7835,D,41.0
Cameron Elementary,Sandhills,35.3269,-79.2661,C,57.0
Middle College High at Bennett,Piedmont Triad,36.0676,-79.7804,A,88.0
Jones Senior High School,Southeast,35.03428,-77.33789,C,63.0
W H Robinson Elementary,Northeast,35.5339,-77.3992,C,67.0
W A Bess Elementary School,Southwest,35.1882,-81.1341,C,68.0
Cyrus P Frazier Elementary,Piedmont Triad,36.012,-79.8253,D,43.0
Hertford County High,Northeast,36.2966,-76.9982,D,47.0
North Brook Elementary,Southwest,35.4947,-81.454,C,65.0
Caldwell Applied Sciences Academy,Northwest,35.8555,-81.4852,A,85.0
Bethany Elementary,Piedmont Triad,36.3131,-79.8598,C,64.0
London Elementary School,Piedmont Triad,36.3001,-80.1463,D,50.0
Grantham Elementary,Southeast,35.2953,-78.1666,B,72.0
Cornelius Elementary,Southwest,35.48191,-80.864,B,74.0
Wildwood Forest Elementary,North Central,35.8934,-78.5514,D,48.0
Coats Elementary,North Central,35.4002,-78.6797,D,42.0
Four Oaks Elementary,North Central,35.45078,-78.43234,C,63.0
M C S Noble Middle,Southeast,34.25348,-77.83628,B,74.0
Liberty Elementary School,Piedmont Triad,35.8554,-79.5701,D,54.0
Westmoore Elementary,Sandhills,35.4858,-79.6862,C,61.0
Northside Elementary,Northeast,36.3631,-76.2729,D,54.0
Woodland Elementary,North Central,36.462,-79.0821,B,73.0
East Hoke Middle,Sandhills,35.0064,-79.1711,D,44.0
Lenoir County Early College High,Southeast,35.23552,-77.572,A,87.0
Northwest Guilford High,Piedmont Triad,36.1546,-79.9531,A,85.0
West Lincoln High,Southwest,35.4852,-81.3897,C,66.0
Whiteville High,Sandhills,34.3346,-78.7068,C,59.0
Welcome Elementary,Piedmont Triad,35.903,-80.2581,D,53.0
Hendersonville Middle,Western,35.3219,-82.473,C,60.0
Davidson County Schools Virtual Academy,Piedmont Triad,35.79765,-80.08701,C,56.0
Jamestown Middle,Piedmont Triad,35.98621,-79.91176,D,48.0
Bethel Elementary,Western,35.48551,-82.88772,B,76.0
Claxton Elementary,Western,35.6078,-82.5532,C,63.0
Edgewood Elementary,Sandhills,34.3315,-78.6971,C,55.0
Shady Brook Elementary,Southwest,35.4742,-80.6416,F,38.0
J S Waters School,North Central,35.6022,-79.3245,C,66.0
Mills Park Middle,North Central,35.8128,-78.8962,A,93.0
Rockfish Hoke Elementary,Sandhills,34.9951,-79.0865,C,66.0
Iron Station Elementary,Southwest,35.4604,-81.1658,C,67.0
Person Early College Innovation & Ldrshp,North Central,36.43165,-78.9806,B,73.0
Don D Steed Elementary,Sandhills,34.9816,-79.1601,C,59.0
David Cox Road Elementary,Southwest,35.3368,-80.8009,D,45.0
Overhills High,North Central,35.2455,-78.9698,C,64.0
North Mecklenburg High School,Southwest,35.37296,-80.8337,C,63.0
Castle Hayne Elementary,Southeast,34.3515,-77.8918,B,75.0
Ledford Middle,Piedmont Triad,35.9478,-80.1203,C,67.0
West Davidson High,Piedmont Triad,35.8037,-80.3656,C,62.0
High Point Central High,Piedmont Triad,35.9571,-80.0217,D,47.0
Glenn C Marlow Elementary,Western,35.4069,-82.5467,B,81.0
Union Elementary,Southwest,35.5174,-81.3685,B,79.0
Perquimans County High,Northeast,36.18413,-76.47425,C,61.0
Ranger Elementary/Middle,Western,35.0157,-84.1827,C,59.0
Stocks Elementary,North Central,35.9108,-77.5509,D,50.0
Millbrook Elementary,North Central,35.8494,-78.6104,D,45.0
Pinecrest High,Sandhills,35.1848,-79.4346,B,70.0
Boone Trail Elementary,North Central,35.39996,-78.95068,D,49.0
Southern Nash High,North Central,35.8511,-78.0874,C,69.0
Ayden Elementary,Northeast,35.4755,-77.4322,C,63.0
Pleasant Grove Elementary,North Central,35.88714,-78.82073,C,63.0
Butner-Stem Elementary,North Central,36.13734,-78.75827,D,53.0
La Grange Elementary,Southeast,35.3105,-77.7952,D,54.0
North Academy of World Languages,Southwest,35.37798,-80.83474,C,67.0
Lucas Middle,North Central,36.1094,-78.8862,D,45.0
Littlefield Middle,Sandhills,34.6452,-78.9166,D,49.0
Rockingham County Middle,Piedmont Triad,36.38587,-79.7353,C,67.0
Stanfield Elementary,Southwest,35.23043,-80.4266,D,54.0
Green Level High,North Central,35.77265,-78.89984,A,92.0
Walkertown High,Piedmont Triad,36.17646,-80.14792,C,60.0
Uwharrie Ridge Six-Twelve,Piedmont Triad,35.718,-79.9911,F,39.0
Greenwood Elementary,North Central,35.3877,-79.1935,C,67.0
Morton Elementary,Southeast,34.7698,-77.3095,B,71.0
Grifton,Northeast,35.37227,-77.43195,D,45.0
Brevard Elementary,Western,35.22517,-82.72218,C,64.0
Greene County Middle,Southeast,35.4913,-77.6699,D,40.0
A G Cox Middle,Northeast,35.5245,-77.4011,C,62.0
Carrboro High,North Central,35.8917,-79.0855,B,82.0
Stedman Elementary,Sandhills,35.0134,-78.6962,B,77.0
North Asheboro Middle,Piedmont Triad,35.7442,-79.8227,D,44.0
Rockford Elementary,Piedmont Triad,36.3708,-80.6942,C,55.0
Deep River Elementary,North Central,35.5909,-79.1464,C,65.0
Conway Middle,Northeast,36.4383,-77.2238,D,46.0
H B Sugg Elementary,Northeast,35.5945,-77.5751,D,51.0
T C Henderson,Western,35.12895,-82.88747,C,63.0
Scotts Ridge Elementary,North Central,35.7217,-78.883,B,84.0
South Robeson Middle School,Sandhills,34.54505,-79.25431,F,35.0
East Rutherford Middle School,Western,35.3614,-81.8307,D,54.0
Aversboro Elementary,North Central,35.68906,-78.61522,D,45.0
South Fork Elementary,Piedmont Triad,36.0833,-80.3254,D,41.0
Harnett Central High,North Central,35.4635,-78.7796,D,54.0
J W Parker Middle,North Central,35.9518,-77.7746,D,41.0
Seawell Elementary,North Central,35.9404,-79.0789,A,85.0
Oxford Elementary,Northwest,35.7733,-81.1563,C,56.0
Hildebran Elementary,Northwest,35.7146,-81.4261,C,69.0
Hickory Ridge High,Southwest,35.3078,-80.6349,B,81.0
East Lee Middle,North Central,35.4612,-79.1134,D,49.0
Bell Fork Elementary,Southeast,34.7533,-77.3922,C,55.0
Junius H Rose High,Northeast,35.5939,-77.3842,B,71.0
Rosman Middle,Western,35.14284,-82.82038,C,59.0
Salem Middle,North Central,35.7582,-78.8484,B,79.0
Hickory Ridge Elementary,Southwest,35.28542,-80.62659,B,78.0
Nebo Elementary School,Northwest,35.715,-81.9292,D,50.0
Belville Elementary,Southeast,34.22115,-77.9843,C,61.0
Barnardsville Elementary,Western,35.7753,-82.46,C,66.0
Chatham School of Science & Engineering,North Central,35.72998,-79.45944,A,98.0
Dole Elementary,Southwest,35.6698,-80.4254,F,27.0
Comfort Elementary,Southeast,35.0064,-77.5119,C,69.0
BT Bullock Elementary ,North Central,35.5065,-79.1863,D,52.0
Clyde Erwin Elementary,Southeast,34.75554,-77.41224,D,43.0
Rogers Lane Elementary,North Central,35.77781,-78.54723,D,42.0
Hillcrest Elementary,Northwest,35.754,-81.6745,D,47.0
Griffith Elementary,Piedmont Triad,36.0408,-80.2637,D,50.0
Louisburg Elementary,North Central,36.0786,-78.3009,D,48.0
Reeds Elementary,Piedmont Triad,35.84288,-80.33311,D,49.0
Harris Road Middle,Southwest,35.4296,-80.74191,A,87.0
Margaret Willis Elementary,Sandhills,35.0712,-78.904,D,46.0
Cabarrus County Schools Virtual Academy,Southwest,35.39099,-80.65087,C,60.0
Virtual Academy,Piedmont Triad,36.10168,-80.24731,D,42.0
Moyock Elementary,Northeast,36.5249,-76.1737,C,65.0
Roberta Road Middle,Southwest,35.35013,-80.63843,D,50.0
Robbinsville Middle,Western,35.3293,-83.7983,D,47.0
Third Creek Elementary,Southwest,35.7502,-80.8569,D,44.0
UNCG Early/Middle College,Piedmont Triad,36.06923,-79.81452,B,81.0
Forest City-Dunbar Elementary School,Western,35.3476,-81.8744,B,74.0
J T Barber Elementary,Southeast,35.1187,-77.0638,F,36.0
Forestview High,Southwest,35.1834,-81.1356,C,66.0
N B Mills Elementary,Southwest,35.7879,-80.9116,F,28.0
Cliffside Elementary School,Western,35.24697,-81.76841,B,71.0
Northside Elementary,North Central,36.4565,-78.1847,F,35.0
Hibriten High,Northwest,35.9252,-81.495,C,59.0
Heritage Middle,North Central,35.9493,-78.5109,B,84.0
South Brunswick Middle,Southeast,34.0084,-78.0482,C,55.0
Tanglewood Elementary,Sandhills,34.6384,-79.0127,C,57.0
Mt. Vernon-Ruth Elementary School,Western,35.4117,-81.9125,C,62.0
Herbert Akins Rd Elementary,North Central,35.6201,-78.8034,C,69.0
Terry Sanford High,Sandhills,35.065,-78.9156,C,63.0
Philo-Hill Magnet Academy,Piedmont Triad,36.054,-80.2478,F,25.0
Mountain Park Elementary,Piedmont Triad,36.3735,-80.852,C,67.0
West Lincoln Middle,Southwest,35.4824,-81.3874,C,63.0
First Ward Creative Arts Academy,Southwest,35.2291,-80.8323,C,59.0
Willow Spring High,North Central,35.57572,-78.73706,B,71.0
Chestnut Grove Middle School,Piedmont Triad,36.3199,-80.3751,C,62.0
Hortons Creek Elementary,North Central,35.84196,-78.90648,B,78.0
Providence High School,Southwest,35.1103,-80.7639,A,92.0
Stallings Elementary,Southwest,35.109,-80.6648,B,79.0
Sunnyside Elementary,Sandhills,35.0281,-78.7969,D,53.0
Konnoak Elementary,Piedmont Triad,36.0518,-80.24704,D,44.0
Piney Grove Elementary,Piedmont Triad,36.1599,-80.0547,B,76.0
Piney Grove Elementary,Southwest,35.1731,-80.7311,D,51.0
Hawks Nest STEAM Academy,Southwest,35.21508,-81.16175,B,78.0
Pine Hall Elementary School,Piedmont Triad,36.3291,-80.0482,F,32.0
Swain County East Elementary,Western,35.4536,-83.3884,C,55.0
South Caldwell High,Northwest,35.8214,-81.4508,C,63.0
Lakewood Montessori Middle,North Central,35.9848,-78.9288,B,84.0
West Edgecombe Middle,North Central,35.9041,-77.737,D,48.0
Stanly Early College High,Southwest,35.33944,-80.23616,A,91.0
Garner High,North Central,35.7108,-78.63516,C,61.0
C E Jordan High,North Central,35.9227,-78.9622,C,65.0
Knightdale High,North Central,35.8109,-78.4762,D,51.0
Lyons Farm Elementary,North Central,35.87418,-78.92314,B,74.0
Stokes Early College High School,Piedmont Triad,36.3747,-80.1826,A,93.0
Boomer-Ferguson Elementary School,Northwest,36.1012,-81.2978,D,42.0
Marine Sci. and Tech. Early College HS,Southeast,34.72406,-76.75786,A,88.0
Villa Heights Elementary,Southwest,35.23684,-80.81277,D,52.0
G W Bulluck Elementary,North Central,35.8832,-77.7203,F,35.0
John Chavis Middle School,Southwest,35.3717,-81.3756,C,60.0
Hickory Career  Arts Magnet High School,Northwest,35.7434,-81.3313,B,78.0
Fayetteville Street Elementary,North Central,35.9645,-78.9056,D,53.0
Grand Oak Elementary,Southwest,35.4265,-80.87198,A,86.0
Glen Arden Elementary,Western,35.4697,-82.4971,B,71.0
West Craven Middle,Southeast,35.2171,-77.1505,D,51.0
Southwest Elementary Global Academy,Piedmont Triad,35.81794,-80.28053,C,57.0
Grover Elementary,Southwest,35.1742,-81.4468,C,69.0
Pinebrook Elementary,Piedmont Triad,35.9708,-80.5167,D,54.0
South Academy of International Languages,Southwest,35.14032,-80.89542,B,71.0
Camden County High,Northeast,36.32718,-76.17183,B,70.0
Spring Valley Elementary,North Central,35.95612,-78.81522,C,57.0
East Cary Middle,North Central,35.7792,-78.7658,C,69.0
Millers Creek Elementary School,Northwest,36.207,-81.244,B,72.0
J. F. Webb High,North Central,36.33791,-78.59716,D,52.0
Carmel Middle,Southwest,35.1289,-80.8044,C,61.0
Wilson STEM Academy,Southwest,35.24938,-80.94587,D,41.0
Pathways Elementary,North Central,36.1107,-79.1038,C,56.0
Copeland Elementary,Piedmont Triad,36.3372,-80.6502,C,60.0
Weddington Hills Elementary,Southwest,35.3951,-80.6485,C,59.0
Douglas Byrd High,Sandhills,35.0314,-78.9485,D,54.0
Youngsville Elementary,North Central,36.02232,-78.48189,B,74.0
Lewis Chapel Middle,Sandhills,35.0485,-78.9764,D,50.0
Bunn Middle,North Central,35.97503,-78.26378,D,42.0
Union Intermediate,Sandhills,34.85545,-78.28092,C,56.0
Rock Rest Elementary,Southwest,34.9579,-80.4871,C,60.0
Dalton McMichael High,Piedmont Triad,36.417,-79.9426,C,64.0
Poplar Springs Elementary School,Piedmont Triad,36.2916,-80.3268,C,59.0
South Stanly High,Southwest,35.2308,-80.1636,C,61.0
Spring Creek Elementary,Southeast,35.2824,-77.8725,C,60.0
West Wilkes High School,Northwest,36.18568,-81.25941,C,69.0
Cedar Grove Middle,Southeast,33.96665,-78.2707,C,58.0
Peeler Open Elementary,Piedmont Triad,36.05756,-79.76427,F,38.0
Weldon Elementary Global Academy,Northeast,36.421,-77.6004,F,36.0
Crossroads FLEX ,North Central,35.75475,-78.73837,A,91.0
Mariam Boyd Elementary,North Central,36.395,-78.1583,F,28.0
Owen High,Western,35.6189,-82.3737,B,75.0
Carr Elementary,Southwest,35.3127,-81.1834,C,60.0
Pilot Elementary,Piedmont Triad,36.0265,-79.8919,C,58.0
Seventy-First Classical Middle,Sandhills,35.038,-79.0084,C,69.0
Tyro Elementary,Piedmont Triad,35.7907,-80.3205,C,61.0
Cumberland International Early College,Sandhills,35.07336,-78.89535,A,89.0
McDowell Early College,Northwest,35.6562,-81.96213,A,95.0
Union Elementary,Southwest,34.9123,-80.4104,C,61.0
Academy at Smith,Piedmont Triad,36.03789,-79.84947,B,77.0
Cary High,North Central,35.77272,-78.76613,B,71.0
Burke Middle College,Northwest,35.72345,-81.68837,A,94.0
Easton Elementary School,Piedmont Triad,36.0557,-80.2229,F,39.0
A&T Four Middle College,Piedmont Triad,36.0767,-79.7702,B,70.0
Coltrane-Webb Elementary,Southwest,35.4113,-80.5856,B,70.0
Hargrove Elementary,Sandhills,35.09237,-78.23713,C,61.0
Kensington Elementary,Southwest,34.9447,-80.7756,B,84.0
Monroe High,Southwest,34.9727,-80.5264,D,50.0
Zeb Vance Elementary,North Central,36.2651,-78.4109,D,41.0
Forest Hill Elementary,Northwest,35.7324,-81.7012,D,51.0
Newton-Conover High,Northwest,35.6777,-81.2242,C,63.0
Armstrong Elementary,Sandhills,35.0915,-78.7904,B,70.0
Landis Elementary,Southwest,35.5542,-80.6202,C,55.0
Winston-Salem Preparatory Acad,Piedmont Triad,36.1102,-80.2219,F,26.0
Aurelian Springs Institute of Global Lea,Northeast,36.3639,-77.8083,D,41.0
Levine Middle College High Sch,Southwest,35.10741,-80.69279,A,97.0
Wells Elementary,North Central,35.7446,-77.9178,C,63.0
Forbush Elementary,Piedmont Triad,36.1235,-80.4957,B,73.0
McClintock Middle,Southwest,35.17977,-80.76878,D,50.0
West Brunswick High,Southeast,33.98059,-78.40998,C,62.0
Erwin Middle,Western,35.6182,-82.6296,D,51.0
Southern Guilford High,Piedmont Triad,35.9495,-79.8554,C,55.0
Camden Middle,Northeast,36.3613,-76.1741,C,64.0
Andrews High,Western,35.1954,-83.8244,C,68.0
Oak Grove Elementary,North Central,35.9799,-78.8189,C,55.0
Farmington Woods Elementary,North Central,35.7585,-78.7752,B,76.0
Angier Elementary,North Central,35.5029,-78.7363,D,40.0
Meadow School,North Central,35.3211,-78.4538,C,68.0
Mallard Creek High School,Southwest,35.3652,-80.77,C,67.0
Fairview Heights Elementary,Sandhills,34.8886,-79.7134,C,59.0
Starmount High,Piedmont Triad,36.1828,-80.7716,C,69.0
Claxton Elementary,Piedmont Triad,36.1119,-79.8615,C,66.0
Cleveland High,North Central,35.5533,-78.4995,B,73.0
Princeton High,North Central,35.4675,-78.1571,C,67.0
Merry Oaks International Academy,Southwest,35.2183,-80.783,D,41.0
Dr John Codington Elem,Southeast,34.1664,-77.9171,B,76.0
Archdale Elementary School,Piedmont Triad,35.9126,-79.9751,C,67.0
Kings Creek Elementary,Northwest,35.992,-81.4007,D,51.0
Viewmont Elementary ,Northwest,35.7529,-81.3391,F,37.0
Club Boulevard Elementary,North Central,36.0193,-78.8967,C,69.0
Coker-Wimberly Elementary,North Central,35.9774,-77.604,D,46.0
Margaret B. Pollard Middle,North Central,35.8173,-79.1135,B,70.0
Doris Henderson Newcomers Sch,Piedmont Triad,36.0833,-79.91016,F,0.0
Allen Jay Middle - A Preparatory Academy,Piedmont Triad,35.9246,-79.9607,C,60.0
Vandora Springs Elementary,North Central,35.69923,-78.62861,D,47.0
Manteo Elementary School,Northeast,35.9105,-75.6754,C,59.0
Northwood Elementary,Piedmont Triad,35.977,-80.0365,D,45.0
Leesville Road Middle,North Central,35.8885,-78.7188,B,71.0
Mount Pleasant Elementary School,Northwest,36.1491,-81.3256,C,65.0
Ira B Jones Elementary,Western,35.6304,-82.5496,C,59.0
Northwest Elementary,Piedmont Triad,35.9423,-80.3013,C,69.0
Northern Guilford Middle,Piedmont Triad,36.2048,-79.8086,B,73.0
West Pine Elementary,Sandhills,35.2278,-79.528,C,69.0
Ballantyne Elementary,Southwest,35.03735,-80.85609,B,81.0
Benvenue Elementary,North Central,35.9764,-77.8385,D,42.0
Southwestern Randolph Middle School,Piedmont Triad,35.6225,-79.8676,C,58.0
Elkin Middle,Piedmont Triad,36.2453,-80.8601,B,72.0
Four Oaks Middle,North Central,35.4482,-78.4031,D,52.0
Red Oak Middle,North Central,36.0371,-77.9001,C,55.0
New Hanover High,Southeast,34.2374,-77.9324,C,56.0
John R Lawrence Elementary School,Piedmont Triad,35.8895,-79.9247,C,67.0
Boonville Elementary,Piedmont Triad,36.2317,-80.7035,C,58.0
Endhaven Elementary,Southwest,35.0669,-80.8356,B,71.0
South Mecklenburg High School,Southwest,35.10971,-80.85933,C,62.0
Winterfield Elementary,Southwest,35.208,-80.767,D,40.0
Cedar Ridge Elementary,Piedmont Triad,36.5087,-80.8001,C,65.0
East Henderson High,Western,35.29742,-82.42348,C,69.0
Granville Early College High,North Central,36.14101,-78.72021,A,93.0
Upchurch Elementary,Sandhills,34.9916,-79.2392,D,51.0
Swift Creek Middle,North Central,35.57517,-78.47372,C,55.0
North Lenoir High,Southeast,35.3417,-77.6793,D,52.0
Cato Middle College High School,Southwest,35.2649,-80.7312,A,91.0
South Elementary,North Central,36.3752,-78.9885,D,52.0
Central Elementary,Northeast,36.4186,-77.4342,D,43.0
South Lakes Elementary,North Central,35.58185,-78.74441,B,70.0
North Lincoln High,Southwest,35.5336,-81.1197,B,76.0
Etowah Elementary,Western,35.3152,-82.588,B,70.0
Montgomery Central High,Sandhills,35.36818,-79.8668,C,57.0
John Van Lindley Elementary,Piedmont Triad,36.0722,-79.8302,C,64.0
Meadowbrook Elementary,Western,35.5147,-82.8268,C,66.0
Brush Creek Elementary,Western,35.84144,-82.7143,B,71.0
Carthage Elementary,Sandhills,35.341,-79.417,C,66.0
Briarwood Academy,Southwest,35.252,-80.7657,C,59.0
East Davidson High,Piedmont Triad,35.8502,-80.1016,B,71.0
Pisgah High,Western,35.5215,-82.8416,B,84.0
Clyde Elementary,Western,35.5326,-82.8949,C,57.0
Edneyville Elementary,Western,35.37416,-82.37095,D,48.0
Mooresville Intermediate,Southwest,35.55323,-80.78305,C,60.0
Macon Virtual Academy,Western,35.17182,-83.40159,F,31.0
Montgomery County Early College,Sandhills,35.36695,-79.87011,A,95.0
Rocky Point Elementary,Southeast,34.4288,-77.8772,C,63.0
Robbinsville Elementary,Western,35.3265,-83.8083,D,50.0
Virtual Academy School,North Central,35.90339,-79.06802,,
Madison Early College High,Western,35.81547,-82.67535,B,80.0
C. G. Credle Elementary,North Central,36.31479,-78.59194,D,48.0
Kinston High,Southeast,35.2957,-77.5747,D,47.0
J. M. Alexander Middle,Southwest,35.37672,-80.83814,F,36.0
Northwest School of the Arts,Southwest,35.2571,-80.8567,B,79.0
Vick Elementary,North Central,35.7201,-77.8967,D,45.0
Catawba Springs Elementary,Southwest,35.4558,-81.0212,B,74.0
Morehead Elementary,Piedmont Triad,36.08,-79.8669,C,59.0
Northampton Early College,Northeast,36.42816,-77.61753,B,74.0
Hayesville Middle,Western,35.04069,-83.81703,C,59.0
Thomasville Primary,Piedmont Triad,35.8765,-80.06,D,40.0
Charlotte East Language Academy,Southwest,35.20931,-80.74776,D,48.0
Kannapolis Middle,Southwest,35.46499,-80.63758,F,37.0
Penn-Griffin Schools,Piedmont Triad,35.9637,-79.9964,D,52.0
E B Aycock Middle,Northeast,35.5869,-77.3538,D,51.0
Millbrook High,North Central,35.8658,-78.6031,B,73.0
Montford North Star Academy,Western,35.598,-82.56114,B,70.0
Nantahala School,Western,35.2535,-83.6342,D,51.0
Highfalls Elementary,Sandhills,35.4868,-79.5234,B,70.0
Westover High,Sandhills,35.0842,-78.9917,C,55.0
Beulaville Elementary,Southeast,34.9194,-77.764,D,49.0
Reedy Creek Elementary,Southwest,35.2602,-80.6843,C,63.0
Saint Stephens High,Northwest,35.7723,-81.2691,C,65.0
Erwin Montessori,Piedmont Triad,36.01773,-79.70859,C,59.0
Maysville Elementary,Southeast,34.9047,-77.237,C,61.0
Northwoods Elementary,Southeast,34.7724,-77.4276,C,55.0
Sherrills Ford Elementary,Northwest,35.6214,-80.988,B,77.0
Sanderson High,North Central,35.8611,-78.6473,C,68.0
Dixon Elementary,Southeast,34.5598,-77.4436,C,69.0
Pactolus,Northeast,35.6225,-77.2234,D,46.0
Vanstory Hills Elementary,Sandhills,35.0568,-78.9273,B,73.0
Kernersville Middle,Piedmont Triad,36.1364,-80.0732,C,65.0
Lawrence Orr Elementary,Southwest,35.22599,-80.74391,D,54.0
Montclaire Elementary,Southwest,35.15224,-80.86718,D,46.0
Dunn Elementary,North Central,35.3159,-78.6176,F,38.0
Selma Middle School,North Central,35.5502,-78.2747,D,42.0
Parkside Elementary,Southwest,35.36077,-80.76094,C,64.0
Middlesex Elementary,North Central,35.7865,-78.2131,C,56.0
Masonboro Elementary,Southeast,34.1798,-77.863,A,90.0
Estes Hills Elementary,North Central,35.9359,-79.0436,B,71.0
New Hope Elementary,North Central,35.7822,-77.952,B,83.0
Dunn Middle,North Central,35.3346,-78.6114,D,46.0
Grays Chapel Elementary School,Piedmont Triad,35.8206,-79.6986,C,63.0
Leaksville-Spray Elementary,Piedmont Triad,36.4927,-79.7581,D,53.0
Germanton Elementary School,Piedmont Triad,36.2975,-80.2343,C,55.0
Rosewood Elementary,Southeast,35.417,-78.0915,D,54.0
Lillington-Shawtown Elementary,North Central,35.3935,-78.8379,D,43.0
Cooper Academy,North Central,35.6562,-78.4512,C,63.0
Hopewell High School,Southwest,35.3784,-80.911,C,67.0
Williford Elementary,North Central,35.9281,-77.8183,F,27.0
Richmond Senior High,Sandhills,34.9495,-79.7157,C,60.0
Tucker Creek Middle,Southeast,34.9294,-76.9387,B,73.0
Smokey Mountain Elementary,Western,35.42903,-83.3241,F,39.0
Croft Community School,Southwest,35.3465,-80.8047,D,54.0
Gatesville Elementary,Northeast,36.41167,-76.75417,C,62.0
Buies Creek Elementary,North Central,35.4119,-78.7361,D,53.0
Stokesdale Elementary,Piedmont Triad,36.2361,-79.9795,C,67.0
Caleb's Creek Elementary,Piedmont Triad,36.0787,-80.08892,C,61.0
Chatham Central High,North Central,35.6138,-79.3898,C,63.0
Panther Creek High,North Central,35.8309,-78.8891,A,89.0
Haw Creek Elementary,Western,35.59482,-82.50539,C,63.0
Tabor City Elementary,Sandhills,34.1524,-78.8734,D,43.0
W Jesse Gurganus Elementary,Southeast,34.9104,-76.9415,B,74.0
Buckhorn Creek Elementary,North Central,35.61835,-78.84421,B,78.0
Tar River Elementary,North Central,36.15341,-78.57227,C,62.0
Royal Elementary,North Central,36.0213,-78.3657,C,55.0
Weddington Middle,Southwest,35.00668,-80.72439,A,93.0
Stuart W Cramer High,Southwest,35.2456,-81.0596,C,63.0
Oakwood Middle IB School,Southwest,35.78704,-80.87165,B,83.0
Valdese Elementary,Northwest,35.7469,-81.56632,C,66.0
W R Odell Primary,Southwest,35.42816,-80.73898,A,86.0
First Flight Elementary School,Northeast,36.0065,-75.6643,C,58.0
Wintergreen Primary,Northeast,35.5465,-77.3534,B,78.0
Washington Elementary,Southwest,35.3354,-81.4224,F,39.0
Davie County Early College High,Piedmont Triad,35.8709,-80.5555,B,82.0
Pineville Elementary,Southwest,35.08236,-80.88794,C,57.0
A T Allen Elementary,Southwest,35.36238,-80.51297,C,57.0
Forest Park Elementary,Piedmont Triad,36.0718,-80.2164,F,34.0
Hudson Middle,Northwest,35.8482,-81.4786,C,57.0
Friendship Elementary,Piedmont Triad,35.9597,-80.1401,B,72.0
GTCC Middle College High,Piedmont Triad,35.99868,-79.91751,B,76.0
Sheep-Harney Elementary,Northeast,36.3031,-76.2243,C,66.0
Croatan High,Southeast,34.71612,-76.95035,B,81.0
Moore Magnet Elementary,Piedmont Triad,36.0879,-80.285,C,60.0
Brogden Middle,Southeast,35.2932,-78.0376,F,32.0
Atkins Academic & Tech High,Piedmont Triad,36.1102,-80.1954,A,92.0
Glenwood Elementary School,Northwest,35.61333,-81.98114,C,60.0
Beaufort Elementary,Southeast,34.72966,-76.64681,B,70.0
Burns High,Southwest,35.4201,-81.5323,C,62.0
South View High,Sandhills,34.979,-78.9275,C,59.0
Donna L Loflin Elementary,Piedmont Triad,35.7016,-79.8192,D,48.0
Surry Online Magnet School,Piedmont Triad,36.39678,-80.72478,D,54.0
Mocksville Elementary,Piedmont Triad,35.9066,-80.559,C,60.0
Smithfield Elementary,Southwest,35.1107,-80.8512,C,64.0
Winget Park Elementary,Southwest,35.1308,-81.0005,C,59.0
Sherwood Park Elementary,Sandhills,35.0185,-78.9622,C,62.0
University Park Creative Arts,Southwest,35.2608,-80.8592,F,34.0
Charles W McCrary Elementary,Piedmont Triad,35.7128,-79.818,D,45.0
Surry Central High,Piedmont Triad,36.3818,-80.7152,C,62.0
Meadowlark Middle,Piedmont Triad,36.0998,-80.3645,B,72.0
Charlotte Teacher Early College,Southwest,35.30891,-80.74407,B,78.0
North Buncombe Middle,Western,35.7159,-82.5582,B,75.0
Lucy Ragsdale High,Piedmont Triad,35.99462,-79.91664,C,58.0
Western Guilford High,Piedmont Triad,36.08238,-79.90757,C,63.0
Collaborative College for Technology,Southwest,35.7835,-80.8931,A,94.0
Adams Elementary,North Central,35.7769,-78.7622,B,70.0
West Stanly High,Southwest,35.2678,-80.3468,C,62.0
Hickory High ,Northwest,35.7496,-81.3321,C,64.0
Goldsboro High,Southeast,35.3863,-77.9797,F,38.0
Neal Middle,North Central,35.9777,-78.7819,F,38.0
