school,region,locale,spg_score,pct_eds
Richmond Senior High,Sandhills,Town,60.0,60.5
Tucker Creek Middle,Southeast,Town,73.0,44.9
Smokey Mountain Elementary,Western,Rural,39.0,80.9
Croft Community School,Southwest,City,54.0,63.4
Gatesville Elementary,Northeast,Rural,62.0,62.5
Buies Creek Elementary,North Central,Rural,53.0,54.9
Stokesdale Elementary,Piedmont Triad,City,67.0,25.2
Caleb's Creek Elementary,Piedmont Triad,City,61.0,59.6
Chatham Central High,North Central,Rural,63.0,47.4
Panther Creek High,North Central,City,89.0,15.2
Haw Creek Elementary,Western,Suburb,63.0,43.5
Tabor City Elementary,Sandhills,Rural,43.0,69.2
W Jesse Gurganus Elementary,Southeast,Town,74.0,45.0
Buckhorn Creek Elementary,North Central,City,78.0,23.6
Tar River Elementary,North Central,Rural,62.0,61.2
Royal Elementary,North Central,Rural,55.0,74.5
Weddington Middle,Southwest,Rural,93.0,6.9
Stuart W Cramer High,Southwest,Suburb,63.0,44.6
Oakwood Middle IB School,Southwest,Rural,83.0,36.3
Valdese Elementary,Northwest,Rural,66.0,65.5
W R Odell Primary,Southwest,Rural,86.0,13.8
First Flight Elementary School,Northeast,Town,58.0,50.4
Wintergreen Primary,Northeast,Rural,78.0,45.2
Washington Elementary,Southwest,Rural,39.0,74.2
Davie County Early College High,Piedmont Triad,Rural,82.0,50.4
Pineville Elementary,Southwest,City,57.0,62.9
A T Allen Elementary,Southwest,Rural,57.0,69.4
Forest Park Elementary,Piedmont Triad,City,34.0,76.9
Hudson Middle,Northwest,Suburb,57.0,62.4
Friendship Elementary,Piedmont Triad,Rural,72.0,38.8
GTCC Middle College High,Piedmont Triad,City,76.0,53.0
Sheep-Harney Elementary,Northeast,Rural,66.0,64.0
Croatan High,Southeast,Rural,81.0,26.8
Moore Magnet Elementary,Piedmont Triad,City,60.0,62.1
Brogden Middle,Southeast,Rural,32.0,70.4
Atkins Academic & Tech High,Piedmont Triad,City,92.0,36.6
Glenwood Elementary School,Northwest,Rural,60.0,64.2
Beaufort Elementary,Southeast,Rural,70.0,50.0
Burns High,Southwest,Rural,62.0,60.0
South View High,Sandhills,City,59.0,68.0
Donna L Loflin Elementary,Piedmont Triad,Town,48.0,88.4
Surry Online Magnet School,Piedmont Triad,Rural,54.0,49.4
Mocksville Elementary,Piedmont Triad,Rural,60.0,66.0
Smithfield Elementary,Southwest,City,64.0,51.5
Winget Park Elementary,Southwest,City,59.0,43.5
Sherwood Park Elementary,Sandhills,City,62.0,75.6
University Park Creative Arts,Southwest,City,34.0,71.2
Charles W McCrary Elementary,Piedmont Triad,Town,45.0,84.8
Surry Central High,Piedmont Triad,Rural,62.0,64.5
Meadowlark Middle,Piedmont Triad,City,72.0,35.0
Charlotte Teacher Early College,Southwest,City,78.0,41.4
North Buncombe Middle,Western,Suburb,75.0,45.6
Lucy Ragsdale High,Piedmont Triad,City,58.0,62.7
Western Guilford High,Piedmont Triad,City,63.0,63.5
Collaborative College for Technology,Southwest,Rural,94.0,34.2
Adams Elementary,North Central,City,70.0,49.6
West Stanly High,Southwest,Rural,62.0,34.8
Hickory High ,Northwest,City,64.0,61.5
Goldsboro High,Southeast,Rural,38.0,82.8
Neal Middle,North Central,City,38.0,51.9
Deep Branch Elementary,Sandhills,Rural,39.0,76.3
Morehead City Middle,Southeast,Rural,71.0,32.3
Hayesville Elementary,Western,Rural,71.0,66.3
Walter G. Byers School,Southwest,City,45.0,79.7
West Stanly Middle School,Southwest,Rural,69.0,43.4
Grantham Middle,Southeast,Rural,34.0,60.2
R J Reynolds High,Piedmont Triad,City,58.0,58.3
Pinewood Elementary,Southwest,City,38.0,53.4
River Park Elementary,North Central,Rural,73.0,35.5
North Surry High,Piedmont Triad,Rural,66.0,61.9
Creekside Elementary,North Central,City,57.0,51.7
Holbrook Middle,Southwest,Suburb,52.0,76.3
Reidsville High,Piedmont Triad,Town,54.0,60.4
North Wilkes Middle School,Northwest,Rural,65.0,51.1
Walker-Spivey Elementary,Sandhills,City,49.0,88.7
Statesville Road Elementary,Southwest,City,43.0,68.3
Dudley Shoals Elementary,Northwest,Suburb,51.0,67.7
Longview Elementary ,Northwest,City,48.0,73.5
Wilkes Early College High School,Northwest,Rural,92.0,32.3
Brentwood Elementary,Sandhills,City,50.0,72.2
Clemmons Elementary,Piedmont Triad,City,83.0,36.8
Rea View Elementary,Southwest,Rural,87.0,6.6
Ponderosa Elementary,Sandhills,City,61.0,59.7
Chaloner Middle School,Northeast,Town,55.0,62.6
Thomasboro Academy,Southwest,City,38.0,75.7
Elizabeth Elementary,Southwest,Rural,45.0,84.4
New Century International Elementary,Sandhills,City,65.0,45.6
Down East Middle and Smyrna Elementary,Southeast,Rural,72.0,30.5
N L Dillard Middle,Piedmont Triad,Rural,48.0,72.3
Crest Middle,Southwest,Rural,55.0,67.9
Pisgah Elementary,Western,Suburb,65.0,67.5
Grover C Fields Middle,Southeast,Town,68.0,43.6
Lower Creek Elementary,Northwest,Suburb,71.0,58.7
West Lake Elementary,North Central,City,68.0,27.6
Chadbourn Elementary,Sandhills,Rural,52.0,87.0
Union Hill Elementary,Piedmont Triad,City,53.0,76.5
Lake Norman High,Southwest,Rural,77.0,16.2
Townsend Elementary,Sandhills,Rural,36.0,81.3
Wayne School of Technical Arts,Southeast,Rural,80.0,30.3
West Craven High,Southeast,Town,57.0,52.3
Ashbrook High,Southwest,Suburb,60.0,72.7
Rutherford Early College High School,Western,Rural,90.0,33.5
Mull Elementary,Northwest,Rural,71.0,67.3
Ed V Baldwin Elementary,Sandhills,City,49.0,61.1
Cedar Creek Middle,North Central,Rural,52.0,53.7
Sandy Ridge Elementary,Southwest,Rural,88.0,6.9
Lakeshore Middle,Southwest,Rural,55.0,35.2
West Iredell Middle,Southwest,Rural,42.0,66.5
North Elementary,North Central,Town,35.0,90.6
Havelock High,Southeast,Town,74.0,50.4
Ben L. Smith High School,Piedmont Triad,City,54.0,67.5
Cedar Fork Elementary,North Central,City,83.0,16.9
Riverside Middle,Northeast,Rural,37.0,69.3
Marvin Elementary,Southwest,Rural,86.0,5.0
Wingate Elementary,Southwest,Rural,58.0,86.3
Vance Co Early College,North Central,Rural,93.0,47.5
Ferguson-Easley Elementary,Sandhills,City,39.0,86.9
Porter Ridge High School,Southwest,Rural,73.0,34.8
Mint Hill Middle,Southwest,City,61.0,48.5
Speight Middle,North Central,Rural,59.0,67.8
Yadkinville Elementary,Piedmont Triad,Rural,55.0,76.2
Y E Smith Elementary,North Central,City,39.0,64.7
Southwest Elementary,Piedmont Triad,City,82.0,36.5
Burnsville Elementary,Northwest,Rural,67.0,69.3
Charles H Tuttle Elementary,Northwest,Rural,61.0,56.0
Bluford Elementary,Piedmont Triad,City,48.0,73.7
Southeast Guilford High,Piedmont Triad,City,74.0,49.2
Warren Early College High,North Central,Rural,94.0,42.1
Erwin High,Western,Suburb,59.0,66.3
James W Smith Elementary,Southeast,Town,61.0,64.7
Bessemer City Central Elem,Southwest,Suburb,36.0,72.4
Woodhill Elementary,Southwest,Suburb,38.0,80.8
Colfax Elementary,Piedmont Triad,City,73.0,38.0
Gallberry Farm Elementary,Sandhills,City,64.0,43.0
South Creek Elementary,Northeast,Rural,47.0,70.8
Union Elementary,Sandhills,Rural,56.0,71.3
Piedmont Middle,Southwest,Rural,57.0,41.7
GC Middle College High,Piedmont Triad,City,89.0,46.5
Eastern Elementary,Northeast,Rural,59.0,65.1
Mills Park Elementary,North Central,City,85.0,13.4
William R Davie Middle S.T.E.M. Academy,Northeast,Rural,26.0,75.4
SandHoke Early College High,Sandhills,Town,88.0,32.5
Jay M. Robinson Middle,Southwest,City,89.0,14.7
Bradley Creek Elementary,Southeast,City,66.0,40.1
East Burke High,Northwest,Rural,66.0,63.7
Warren New Tech High,North Central,Rural,62.0,49.3
Clyde Campbell Elementary,Northwest,Rural,71.0,52.3
West Carteret High,Southeast,Rural,71.0,41.7
Warsaw Elementary,Southeast,Rural,40.0,68.6
Jefferson Elementary,Piedmont Triad,City,74.0,41.5
Merancas Middle College-CPCC,Southwest,City,96.0,27.9
Lyle Creek Elementary,Northwest,Rural,54.0,75.9
Seaforth High,North Central,Rural,70.0,24.7
Trenton Elementary,Southeast,Rural,52.0,69.7
Pisgah Forest Elementary,Western,Town,59.0,66.9
Olympic High School,Southwest,City,61.0,58.9
Balls Creek Elementary,Northwest,Rural,69.0,58.2
Southern Guilford Middle,Piedmont Triad,City,35.0,71.0
Ayden-Grifton High,Northeast,Rural,65.0,47.9
Wake STEM Early College High School,North Central,City,95.0,31.0
Joseph W Grier Academy,Southwest,City,50.0,58.3
Chinquapin Elementary,Southeast,Rural,63.0,50.4
Julius L. Chambers High School,Southwest,City,48.0,56.0
Gravelly Hill Middle,North Central,Rural,48.0,54.5
Mill Creek Middle,Northwest,Rural,60.0,41.0
Summit Virtual Academy,Southwest,Rural,44.0,71.3
Swift Creek Elementary,North Central,City,66.0,39.2
Smithfield-Selma High,North Central,Rural,61.0,68.9
Southeastern Randolph Middle School,Piedmont Triad,Rural,36.0,77.8
D F Walker Elementary,Northeast,Rural,47.0,70.3
Pearsontown Elementary,North Central,City,79.0,28.2
Neuse River Middle,North Central,City,44.0,76.0
Alexander Graham Middle,Southwest,City,49.0,49.7
North Canton Elementary,Western,Suburb,64.0,58.5
Hawk Ridge Elementary,Southwest,City,85.0,18.2
Nags Head Elementary School,Northeast,Town,62.0,43.1
Berewick Elementary,Southwest,City,42.0,65.2
Willow Springs Elementary,North Central,City,80.0,30.8
CS Brown High - STEM Program,Northeast,Rural,88.0,56.9
Pink Hill Elementary,Southeast,Rural,65.0,63.8
East Lincoln Middle,Southwest,Rural,63.0,36.4
Clear Creek Elementary,Southwest,City,62.0,63.5
Elizabeth Traditional Elem,Southwest,City,54.0,71.5
Mayland Early College,Northwest,Rural,91.0,42.5
Oak Hill Elementary,Piedmont Triad,City,41.0,76.9
Butner-Stem Middle,North Central,Rural,41.0,78.6
Butler Avenue Elementary,Sandhills,Town,57.0,58.2
Madison High School,Western,Rural,65.0,47.8
Aberdeen Elementary,Sandhills,Rural,49.0,72.4
North Davidson High,Piedmont Triad,Rural,71.0,37.7
